model,device,ctx_K,batch,dense_tpot_p50_ms,dense_tpot_p99_ms,sparse_tpot_p50_ms,sparse_tpot_p99_ms,speedup_dense_over_sparse,dense_hbf_stall_ms,sparse_hbf_stall_ms,dense_throughput_tok_s,sparse_throughput_tok_s
Qwen2-72B,h100,32,16,121.17,121.17,66.52,66.52,1.822,218.6,0.0,66.16,120.72
Qwen2-72B,h100,32,32,121.17,121.17,66.52,66.52,1.822,218.6,0.0,66.16,120.72
Qwen2-72B,h100,64,4,208.55,229.53,103.38,116.19,2.017,453.37,0.0,34.89,69.0
Qwen2-72B,h100,64,8,229.52,229.52,66.52,66.52,3.45,651.96,0.0,34.89,120.72
Qwen2-72B,h100,64,16,229.52,229.52,66.52,66.52,3.45,651.96,0.0,34.89,120.72
Qwen2-72B,h100,128,4,405.74,447.68,103.38,116.19,3.925,1325.97,0.0,17.88,69.0
Qwen2-72B,h100,128,8,447.67,447.67,66.52,66.52,6.73,1524.57,0.0,17.88,120.72
Qwen2-72B,h100,256,4,811.15,895.03,103.38,116.19,7.846,3115.37,0.0,8.94,69.0
deepseek-llm-67b-chat,a100,4,4,226.69,254.86,226.69,254.86,1.0,0.0,0.0,31.42,31.42
deepseek-llm-67b-chat,a100,4,8,145.64,145.64,145.64,145.64,1.0,0.0,0.0,55.03,55.03
deepseek-llm-67b-chat,a100,4,16,145.64,145.64,145.64,145.64,1.0,0.0,0.0,55.03,55.03
deepseek-llm-67b-chat,a100,4,32,145.64,145.64,145.64,145.64,1.0,0.0,0.0,55.03,55.03
deepseek-llm-67b-chat,a100,4,64,145.64,145.64,145.64,145.64,1.0,0.0,0.0,55.03,55.03
deepseek-llm-67b-chat,a100,4,128,145.64,145.64,145.64,145.64,1.0,0.0,0.0,55.03,55.03
deepseek-llm-67b-chat,a100,8,4,226.76,254.95,226.76,254.95,1.0,0.0,0.0,31.41,31.41
deepseek-llm-67b-chat,a100,8,8,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01
deepseek-llm-67b-chat,a100,8,16,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01
deepseek-llm-67b-chat,a100,8,32,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01
deepseek-llm-67b-chat,a100,8,64,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01
deepseek-llm-67b-chat,a100,8,128,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01
deepseek-llm-67b-chat,a100,16,4,226.76,254.95,226.76,254.95,1.0,0.0,0.0,31.41,31.41
deepseek-llm-67b-chat,a100,16,8,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01
deepseek-llm-67b-chat,a100,16,16,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01
deepseek-llm-67b-chat,a100,16,32,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01
deepseek-llm-67b-chat,a100,16,64,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01
deepseek-llm-67b-chat,a100,32,4,226.76,254.95,226.76,254.95,1.0,0.0,0.0,31.41,31.41
deepseek-llm-67b-chat,a100,32,8,156.9,156.9,145.69,145.69,1.077,44.83,0.0,51.07,55.01
deepseek-llm-67b-chat,a100,32,16,156.9,156.9,145.69,145.69,1.077,44.83,0.0,51.07,55.01
deepseek-llm-67b-chat,a100,32,32,156.9,156.9,145.69,145.69,1.077,44.83,0.0,51.07,55.01
deepseek-llm-67b-chat,a100,64,4,260.19,288.37,226.76,254.95,1.147,133.7,0.0,27.77,31.41
deepseek-llm-67b-chat,a100,64,8,285.08,285.08,145.69,145.69,1.957,557.57,0.0,28.09,55.01
deepseek-llm-67b-chat,a100,64,16,285.08,285.08,145.69,145.69,1.957,557.57,0.0,28.09,55.01
deepseek-llm-67b-chat,a100,128,4,492.6,542.42,226.76,254.95,2.172,1149.89,0.0,14.76,31.41
deepseek-llm-67b-chat,a100,128,8,542.4,542.4,145.69,145.69,3.723,1586.84,0.0,14.76,55.01
deepseek-llm-67b-chat,a100,256,4,963.2,1062.82,226.76,254.95,4.248,3231.49,0.0,7.53,31.41
deepseek-llm-67b-chat,a40,4,4,622.54,699.75,624.28,701.69,0.997,0.0,0.0,11.44,11.41
deepseek-llm-67b-chat,a40,4,8,399.47,399.47,399.79,399.79,0.999,0.0,0.0,20.04,20.02
deepseek-llm-67b-chat,a40,4,16,399.48,399.48,399.47,399.47,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,4,32,399.46,399.46,399.46,399.46,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,4,64,399.47,399.47,399.46,399.46,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,4,128,399.47,399.47,399.47,399.47,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,8,4,622.54,699.75,622.54,699.75,1.0,0.0,0.0,11.44,11.44
deepseek-llm-67b-chat,a40,8,8,399.48,399.48,399.48,399.48,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,8,16,399.48,399.48,399.48,399.48,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,8,32,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,8,64,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,8,128,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,16,4,622.56,699.76,622.56,699.76,1.0,0.0,0.0,11.44,11.44
deepseek-llm-67b-chat,a40,16,8,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,16,16,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,16,32,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,16,64,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,32,4,622.56,699.76,622.56,699.76,1.0,0.0,0.0,11.44,11.44
deepseek-llm-67b-chat,a40,32,8,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,32,16,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,32,32,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,64,4,622.56,699.76,622.56,699.76,1.0,0.0,0.0,11.44,11.44
deepseek-llm-67b-chat,a40,64,8,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,64,16,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04
deepseek-llm-67b-chat,a40,128,4,622.56,699.76,622.56,699.76,1.0,0.0,0.0,11.44,11.44
deepseek-llm-67b-chat,a40,128,8,590.72,590.72,399.49,399.49,1.479,764.91,0.0,13.55,20.04
deepseek-llm-67b-chat,a40,256,4,1005.75,1105.37,622.56,699.76,1.616,1622.42,0.0,7.24,11.44
deepseek-llm-67b-chat,h100,4,4,123.23,138.51,122.79,138.02,1.004,0.0,0.0,57.86,58.07
deepseek-llm-67b-chat,h100,4,8,79.07,79.07,79.06,79.06,1.0,0.0,0.0,101.5,101.51
deepseek-llm-67b-chat,h100,4,16,78.93,78.93,78.94,78.94,1.0,0.0,0.0,101.68,101.67
deepseek-llm-67b-chat,h100,4,32,78.93,78.93,78.93,78.93,1.0,0.0,0.0,101.69,101.69
deepseek-llm-67b-chat,h100,4,64,78.93,78.93,78.93,78.93,1.0,0.0,0.0,101.69,101.69
deepseek-llm-67b-chat,h100,4,128,78.93,78.93,78.93,78.93,1.0,0.0,0.0,101.69,101.69
deepseek-llm-67b-chat,h100,8,4,122.69,137.91,122.69,137.91,1.0,0.0,0.0,58.12,58.12
deepseek-llm-67b-chat,h100,8,8,78.94,78.94,78.94,78.94,1.0,0.0,0.0,101.67,101.67
deepseek-llm-67b-chat,h100,8,16,78.94,78.94,78.94,78.94,1.0,0.0,0.0,101.67,101.67
deepseek-llm-67b-chat,h100,8,32,78.93,78.93,78.93,78.93,1.0,0.0,0.0,101.68,101.68
deepseek-llm-67b-chat,h100,8,64,78.94,78.94,78.94,78.94,1.0,0.0,0.0,101.67,101.67
deepseek-llm-67b-chat,h100,8,128,78.94,78.94,78.94,78.94,1.0,0.0,0.0,101.67,101.67
deepseek-llm-67b-chat,h100,16,4,122.69,137.9,122.69,137.9,1.0,0.0,0.0,58.12,58.12
deepseek-llm-67b-chat,h100,16,8,80.85,80.85,78.93,78.93,1.024,7.66,0.0,99.27,101.68
deepseek-llm-67b-chat,h100,16,16,80.85,80.85,78.93,78.93,1.024,7.66,0.0,99.27,101.68
deepseek-llm-67b-chat,h100,16,32,80.85,80.85,78.93,78.93,1.024,7.66,0.0,99.27,101.68
deepseek-llm-67b-chat,h100,16,64,80.85,80.85,78.93,78.93,1.024,7.66,0.0,99.27,101.68
deepseek-llm-67b-chat,h100,32,4,131.4,146.61,122.69,137.9,1.071,34.84,0.0,54.66,58.12
deepseek-llm-67b-chat,h100,32,8,143.84,143.84,78.93,78.93,1.822,259.65,0.0,55.71,101.68
deepseek-llm-67b-chat,h100,32,16,143.84,143.84,78.93,78.93,1.822,259.65,0.0,55.71,101.68
deepseek-llm-67b-chat,h100,32,32,143.84,143.84,78.93,78.93,1.822,259.65,0.0,55.71,101.68
deepseek-llm-67b-chat,h100,64,4,247.61,272.52,122.69,137.9,2.018,538.48,0.0,29.38,58.12
deepseek-llm-67b-chat,h100,64,8,272.5,272.5,78.93,78.93,3.452,774.29,0.0,29.38,101.68
deepseek-llm-67b-chat,h100,64,16,272.5,272.5,78.93,78.93,3.452,774.29,0.0,29.38,101.68
deepseek-llm-67b-chat,h100,128,4,481.77,531.58,122.69,137.9,3.927,1574.73,0.0,15.06,58.12
deepseek-llm-67b-chat,h100,128,8,531.56,531.56,78.93,78.93,6.735,1810.53,0.0,15.06,101.68
deepseek-llm-67b-chat,h100,256,4,963.2,1062.82,122.69,137.9,7.851,3699.66,0.0,7.53,58.12
internlm-20b,a100,4,4,76.0,85.42,75.97,85.39,1.0,0.0,0.0,93.93,93.97
internlm-20b,a100,4,8,59.91,59.91,58.84,58.84,1.018,4.33,0.0,134.09,136.54
internlm-20b,a100,4,16,59.92,59.92,58.84,58.84,1.018,4.32,0.0,134.09,136.54
internlm-20b,a100,4,32,59.92,59.92,58.84,58.84,1.018,4.31,0.0,134.08,136.56
internlm-20b,a100,4,64,59.92,59.92,58.83,58.83,1.019,4.32,0.0,134.09,136.57
internlm-20b,a100,8,4,99.75,109.62,76.04,85.46,1.312,96.62,0.0,73.15,93.89
internlm-20b,a100,8,8,109.56,109.56,58.83,58.83,1.862,202.91,0.0,73.19,136.57
internlm-20b,a100,8,16,109.56,109.56,58.83,58.83,1.862,202.91,0.0,73.19,136.57
internlm-20b,a100,8,32,109.56,109.56,58.83,58.83,1.862,202.9,0.0,73.19,136.57
internlm-20b,a100,16,4,191.51,211.2,76.06,85.49,2.518,502.85,0.0,37.92,93.86
internlm-20b,a100,16,8,211.14,211.14,58.84,58.84,3.588,609.22,0.0,37.93,136.56
internlm-20b,a100,16,16,211.14,211.14,58.84,58.84,3.588,609.22,0.0,37.93,136.56
internlm-20b,a100,32,4,380.61,419.96,76.06,85.49,5.004,1337.9,0.0,19.06,93.86
internlm-20b,a100,32,8,419.91,419.91,58.84,58.84,7.136,1444.28,0.0,19.06,136.56
internlm-20b,a100,64,4,760.72,839.39,81.34,90.77,9.352,3015.62,21.11,9.53,88.39
internlm-20b,a40,4,4,201.8,225.85,201.82,225.89,1.0,0.0,0.0,35.46,35.46
internlm-20b,a40,4,8,154.68,154.68,154.67,154.67,1.0,0.0,0.0,51.8,51.81
internlm-20b,a40,4,16,154.72,154.72,154.67,154.67,1.0,0.0,0.0,51.79,51.81
internlm-20b,a40,4,32,154.71,154.71,154.72,154.72,1.0,0.0,0.0,51.8,51.79
internlm-20b,a40,4,64,154.68,154.68,154.72,154.72,1.0,0.0,0.0,51.81,51.79
internlm-20b,a40,8,4,202.08,226.18,202.08,226.18,1.0,0.0,0.0,35.41,35.41
internlm-20b,a40,8,8,154.72,154.72,154.72,154.72,1.0,0.0,0.0,51.79,51.79
internlm-20b,a40,8,16,154.72,154.72,154.72,154.72,1.0,0.0,0.0,51.79,51.79
internlm-20b,a40,8,32,154.72,154.72,154.72,154.72,1.0,0.0,0.0,51.79,51.79
internlm-20b,a40,16,4,203.89,228.0,202.15,226.25,1.009,6.99,0.0,35.13,35.4
internlm-20b,a40,16,8,223.53,223.53,154.72,154.72,1.445,275.24,0.0,35.83,51.79
internlm-20b,a40,16,16,223.53,223.53,154.72,154.72,1.445,275.24,0.0,35.83,51.79
internlm-20b,a40,32,4,387.39,426.75,202.15,226.25,1.916,802.0,0.0,18.76,35.4
internlm-20b,a40,32,8,426.69,426.69,154.72,154.72,2.758,1087.89,0.0,18.76,51.79
internlm-20b,a40,64,4,760.72,839.39,202.15,226.25,3.763,2452.58,0.0,9.53,35.4
internlm-20b,h100,4,4,50.77,56.01,44.65,49.89,1.137,24.47,0.0,143.48,161.18
internlm-20b,h100,4,8,55.66,55.66,36.48,36.48,1.526,76.72,0.0,144.39,220.81
internlm-20b,h100,4,16,55.66,55.66,36.48,36.48,1.526,76.69,0.0,144.39,220.85
internlm-20b,h100,4,32,55.66,55.66,36.49,36.49,1.525,76.69,0.0,144.39,220.81
internlm-20b,h100,4,64,55.66,55.66,36.49,36.49,1.525,76.71,0.0,144.39,220.78
internlm-20b,h100,8,4,96.64,106.51,44.65,49.89,2.164,226.44,0.0,75.29,161.16
internlm-20b,h100,8,8,106.45,106.45,36.47,36.47,2.919,279.93,0.0,75.33,220.9
internlm-20b,h100,8,16,106.45,106.45,36.47,36.47,2.919,279.93,0.0,75.33,220.9
internlm-20b,h100,8,32,106.45,106.45,36.47,36.47,2.919,279.93,0.0,75.33,220.9
internlm-20b,h100,16,4,190.55,210.25,44.65,49.9,4.268,641.41,0.0,38.1,161.16
internlm-20b,h100,16,8,210.19,210.19,36.47,36.47,5.763,694.89,0.0,38.11,220.9
internlm-20b,h100,16,16,210.19,210.19,36.47,36.47,5.763,694.89,0.0,38.11,220.9
internlm-20b,h100,32,4,380.61,419.96,44.65,49.9,8.524,1480.27,0.0,19.06,161.16
internlm-20b,h100,32,8,419.91,419.91,45.39,45.39,9.251,1533.75,35.68,19.06,177.25
internlm-20b,h100,64,4,760.72,839.39,78.23,86.12,9.724,3157.99,144.88,9.53,93.17
phi-2,a100,4,4,19.0,21.05,19.0,21.05,1.0,0.0,0.0,384.67,384.67
phi-2,a100,4,8,15.99,15.99,15.99,15.99,1.0,0.0,0.0,508.5,508.5
phi-2,a100,4,16,15.99,15.99,15.99,15.99,1.0,0.0,0.0,508.5,508.5
phi-2,a100,4,32,15.99,15.99,15.99,15.99,1.0,0.0,0.0,508.5,508.5
phi-2,a100,4,64,15.99,15.99,15.99,15.99,1.0,0.0,0.0,508.5,508.5
phi-2,a100,4,128,15.99,15.99,15.99,15.99,1.0,0.0,0.0,508.5,508.5
phi-2,a100,8,4,26.3,28.93,19.0,21.05,1.384,31.52,0.0,278.96,384.67
phi-2,a100,8,8,28.91,28.91,15.99,15.99,1.808,51.71,0.0,279.14,508.5
phi-2,a100,8,16,28.91,28.91,15.99,15.99,1.808,51.71,0.0,279.14,508.5
phi-2,a100,8,32,28.91,28.91,15.99,15.99,1.808,51.71,0.0,279.14,508.5
phi-2,a100,8,64,28.91,28.91,15.99,15.99,1.808,51.71,0.0,279.14,508.5
phi-2,a100,8,128,28.91,28.91,15.99,15.99,1.808,51.71,0.0,279.14,508.5
phi-2,a100,16,4,51.0,56.25,19.0,21.05,2.684,140.81,0.0,142.86,384.67
phi-2,a100,16,8,56.24,56.24,15.99,15.99,3.517,161.0,0.0,142.9,508.5
phi-2,a100,16,16,56.24,56.24,15.99,15.99,3.517,161.0,0.0,142.9,508.5
phi-2,a100,16,32,56.24,56.24,15.99,15.99,3.517,161.0,0.0,142.9,508.5
phi-2,a100,16,64,56.24,56.24,15.99,15.99,3.517,161.0,0.0,142.9,508.5
phi-2,a100,32,4,101.68,112.17,19.0,21.05,5.352,364.48,0.0,71.48,384.67
phi-2,a100,32,8,112.16,112.16,15.99,15.99,7.014,384.67,0.0,71.49,508.5
phi-2,a100,32,16,112.16,112.16,15.99,15.99,7.014,384.67,0.0,71.49,508.5
phi-2,a100,32,32,112.16,112.16,15.99,15.99,7.014,384.67,0.0,71.49,508.5
phi-2,a100,64,4,203.03,224.01,21.39,23.5,9.492,811.83,9.77,35.75,344.22
phi-2,a100,64,8,223.99,223.99,23.48,23.48,9.54,832.02,29.96,35.76,344.49
phi-2,a100,64,16,223.99,223.99,23.48,23.48,9.54,832.02,29.96,35.76,344.49
phi-2,a100,128,4,405.74,447.68,40.94,45.13,9.911,1706.53,96.32,17.88,178.26
phi-2,a100,128,8,447.67,447.67,45.11,45.11,9.924,1726.72,116.51,17.88,178.33
phi-2,a100,256,4,811.15,895.03,81.35,89.74,9.971,3495.93,274.76,8.94,89.4
phi-2,a40,4,4,39.1,44.13,39.15,44.19,0.999,0.0,0.0,182.34,182.09
phi-2,a40,4,8,35.38,35.38,35.39,35.39,1.0,0.0,0.0,227.77,227.69
phi-2,a40,4,16,35.37,35.37,35.38,35.38,1.0,0.0,0.0,227.81,227.76
phi-2,a40,4,32,35.4,35.4,35.37,35.37,1.001,0.0,0.0,227.64,227.81
phi-2,a40,4,64,35.4,35.4,35.4,35.4,1.0,0.0,0.0,227.64,227.64
phi-2,a40,4,128,35.4,35.4,35.4,35.4,1.0,0.0,0.0,227.64,227.64
phi-2,a40,8,4,39.15,44.18,39.15,44.18,1.0,0.0,0.0,182.12,182.12
phi-2,a40,8,8,35.4,35.4,35.4,35.4,1.0,0.0,0.0,227.65,227.65
phi-2,a40,8,16,35.4,35.4,35.4,35.4,1.0,0.0,0.0,227.65,227.65
phi-2,a40,8,32,35.4,35.4,35.4,35.4,1.0,0.0,0.0,227.65,227.65
phi-2,a40,8,64,35.4,35.4,35.4,35.4,1.0,0.0,0.0,227.65,227.65
phi-2,a40,8,128,35.4,35.4,35.4,35.4,1.0,0.0,0.0,227.65,227.65
phi-2,a40,16,4,52.53,57.78,39.15,44.18,1.342,54.37,0.0,139.06,182.12
phi-2,a40,16,8,57.77,57.77,35.37,35.37,1.633,89.58,0.0,139.1,227.8
phi-2,a40,16,16,57.77,57.77,35.37,35.37,1.633,89.58,0.0,139.1,227.8
phi-2,a40,16,32,57.77,57.77,35.37,35.37,1.633,89.58,0.0,139.1,227.8
phi-2,a40,16,64,57.77,57.77,35.37,35.37,1.633,89.58,0.0,139.1,227.8
phi-2,a40,32,4,101.68,112.17,39.16,44.19,2.597,271.93,0.0,71.48,182.08
phi-2,a40,32,8,112.16,112.16,35.37,35.37,3.171,307.13,0.0,71.49,227.8
phi-2,a40,32,16,112.16,112.16,35.37,35.37,3.171,307.13,0.0,71.49,227.8
phi-2,a40,32,32,112.16,112.16,35.37,35.37,3.171,307.13,0.0,71.49,227.8
phi-2,a40,64,4,203.03,224.01,39.16,44.19,5.185,719.28,0.0,35.75,182.08
phi-2,a40,64,8,223.99,223.99,35.37,35.37,6.333,754.48,0.0,35.76,227.8
phi-2,a40,64,16,223.99,223.99,35.37,35.37,6.333,754.48,0.0,35.76,227.8
phi-2,a40,128,4,405.74,447.68,42.7,47.74,9.502,1613.97,14.18,17.88,168.49
phi-2,a40,128,8,447.67,447.67,46.88,46.88,9.549,1649.18,46.03,17.88,171.58
phi-2,a40,256,4,811.15,895.03,81.83,90.22,9.913,3403.37,184.14,8.94,88.92
phi-2,h100,4,4,13.48,14.8,11.14,12.39,1.21,9.62,0.0,550.14,659.18
phi-2,h100,4,8,13.9,15.0,8.04,9.14,1.729,23.43,0.0,542.68,900.44
phi-2,h100,4,16,13.9,15.0,8.04,9.14,1.729,23.43,0.0,542.68,900.44
phi-2,h100,4,32,13.9,15.0,8.04,9.14,1.729,23.43,0.0,542.68,900.44
phi-2,h100,4,64,13.9,15.0,8.04,9.14,1.729,23.43,0.0,542.68,900.44
phi-2,h100,4,128,13.9,15.0,8.04,9.14,1.729,23.43,0.0,542.68,900.44
phi-2,h100,8,4,25.71,28.34,11.14,12.39,2.308,63.79,0.0,284.85,659.18
phi-2,h100,8,8,26.57,28.33,8.04,9.14,3.305,76.75,0.0,284.99,900.44
phi-2,h100,8,16,26.57,28.33,8.04,9.14,3.305,76.75,0.0,284.99,900.44
phi-2,h100,8,32,26.57,28.33,8.04,9.14,3.305,76.75,0.0,284.99,900.44
phi-2,h100,8,64,26.57,28.33,8.04,9.14,3.305,76.75,0.0,284.99,900.44
phi-2,h100,8,128,26.57,28.33,8.04,9.14,3.305,76.75,0.0,284.99,900.44
phi-2,h100,16,4,51.0,56.25,11.14,12.39,4.578,175.45,0.0,142.86,659.18
phi-2,h100,16,8,56.24,56.24,8.04,9.14,6.995,192.59,0.0,142.9,900.44
phi-2,h100,16,16,56.24,56.24,8.04,9.14,6.995,192.59,0.0,142.9,900.44
phi-2,h100,16,32,56.24,56.24,8.04,9.14,6.995,192.59,0.0,142.9,900.44
phi-2,h100,16,64,56.24,56.24,8.04,9.14,6.995,192.59,0.0,142.9,900.44
phi-2,h100,32,4,101.68,112.17,11.14,12.39,9.127,399.13,0.0,71.48,659.18
phi-2,h100,32,8,112.16,112.16,11.34,12.44,9.891,416.27,13.18,71.49,656.81
phi-2,h100,32,16,112.16,112.16,11.34,12.44,9.891,416.27,13.18,71.49,656.81
phi-2,h100,32,32,112.16,112.16,11.34,12.44,9.891,416.27,13.18,71.49,656.81
phi-2,h100,64,4,203.03,224.01,20.8,22.9,9.761,846.48,42.05,35.75,353.24
phi-2,h100,64,8,223.99,223.99,21.49,22.89,10.423,863.61,55.0,35.76,353.44
phi-2,h100,64,16,223.99,223.99,21.49,22.89,10.423,863.61,55.0,35.76,353.44
phi-2,h100,128,4,405.74,447.68,40.82,45.02,9.94,1741.17,130.51,17.88,178.72
phi-2,h100,128,8,447.67,447.67,45.0,45.0,9.948,1758.31,147.65,17.88,178.79
phi-2,h100,256,4,811.15,895.03,81.35,89.74,9.971,3530.57,309.41,8.94,89.4
