model,device,baseline,context_length,batch_size,kv_read_fraction,ttft_p50_ms,ttft_p99_ms,tpot_p50_ms,tpot_p99_ms,throughput_tok_s,hbf_stall_ms,status,wall_s
meta-llama/Meta-Llama-3-70B,a100,NaiveSparse,131072,8,1.0,-1.62,-1.02,457.67,457.67,17.49,1257.56,OK,497.1
meta-llama/Meta-Llama-3-70B,a40,Sparse,4096,16,0.1,-1.62,-1.02,123.54,123.54,64.89,0.00,OK,774.2
meta-llama/Meta-Llama-3-70B,a40,Sparse,4096,8,0.1,-1.62,-1.02,123.48,123.48,64.92,0.00,OK,969.7
meta-llama/Meta-Llama-3-70B,a40,Dense,4096,4,1.0,-1.62,-1.02,192.46,216.31,37.03,0.00,OK,976.7
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,4096,4,1.0,-1.62,-1.02,192.46,216.31,37.03,0.00,OK,976.7
meta-llama/Meta-Llama-3-70B,a40,Dense,4096,8,1.0,-1.62,-1.02,123.55,123.55,64.88,0.00,OK,966.3
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,4096,8,1.0,-1.62,-1.02,123.55,123.55,64.88,0.00,OK,966.3
meta-llama/Meta-Llama-3-70B,a40,Dense,4096,32,1.0,-1.62,-1.02,123.55,123.55,64.89,0.00,OK,16.0
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,4096,32,1.0,-1.62,-1.02,123.55,123.55,64.89,0.00,OK,16.0
meta-llama/Meta-Llama-3-70B,a40,Sparse,4096,64,0.1,-1.62,-1.02,123.54,123.54,64.89,0.00,OK,14.7
meta-llama/Meta-Llama-3-70B,a40,Sparse,4096,4,0.1,-1.62,-1.02,192.44,216.29,37.03,0.00,OK,988.6
meta-llama/Meta-Llama-3-70B,a40,Sparse,4096,128,0.1,-1.62,-1.02,123.54,123.54,64.89,0.00,OK,11.2
meta-llama/Meta-Llama-3-70B,a40,Dense,4096,64,1.0,-1.62,-1.02,123.54,123.54,64.89,0.00,OK,15.0
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,4096,64,1.0,-1.62,-1.02,123.54,123.54,64.89,0.00,OK,15.0
meta-llama/Meta-Llama-3-70B,a40,Dense,4096,128,1.0,-1.62,-1.02,123.54,123.54,64.89,0.00,OK,12.6
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,4096,128,1.0,-1.62,-1.02,123.54,123.54,64.89,0.00,OK,12.6
meta-llama/Meta-Llama-3-70B,a40,Sparse,4096,32,0.1,-1.62,-1.02,123.54,123.54,64.89,0.00,OK,536.4
meta-llama/Meta-Llama-3-70B,a40,Sparse,8192,4,0.1,-1.62,-1.02,198.78,223.32,35.86,0.00,OK,15.0
meta-llama/Meta-Llama-3-70B,a40,Sparse,8192,8,0.1,-1.62,-1.02,130.40,130.40,61.47,0.00,OK,11.0
meta-llama/Meta-Llama-3-70B,a40,Sparse,8192,16,0.1,-1.62,-1.02,130.40,130.40,61.47,0.00,OK,6.6
meta-llama/Meta-Llama-3-70B,a40,Dense,8192,4,1.0,-1.62,-1.02,198.78,223.32,35.86,0.00,OK,17.6
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,8192,4,1.0,-1.62,-1.02,198.78,223.32,35.86,0.00,OK,17.6
meta-llama/Meta-Llama-3-70B,a40,Sparse,8192,32,0.1,-1.62,-1.02,130.40,130.40,61.47,0.00,OK,6.0
meta-llama/Meta-Llama-3-70B,a40,Dense,8192,8,1.0,-1.62,-1.02,130.40,130.40,61.47,0.00,OK,16.0
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,8192,8,1.0,-1.62,-1.02,130.40,130.40,61.47,0.00,OK,16.0
meta-llama/Meta-Llama-3-70B,a40,Dense,8192,16,1.0,-1.62,-1.02,130.40,130.40,61.47,0.00,OK,11.2
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,8192,16,1.0,-1.62,-1.02,130.40,130.40,61.47,0.00,OK,11.2
meta-llama/Meta-Llama-3-70B,a40,Sparse,8192,64,0.1,-1.62,-1.02,130.40,130.40,61.47,0.00,OK,5.9
meta-llama/Meta-Llama-3-70B,a40,Dense,8192,32,1.0,-1.62,-1.02,130.40,130.40,61.47,0.00,OK,10.8
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,8192,32,1.0,-1.62,-1.02,130.40,130.40,61.47,0.00,OK,10.8
meta-llama/Meta-Llama-3-70B,a40,Sparse,8192,128,0.1,-1.62,-1.02,130.40,130.40,61.47,0.00,OK,6.0
meta-llama/Meta-Llama-3-70B,a40,Dense,8192,64,1.0,-1.62,-1.02,130.40,130.40,61.47,0.00,OK,10.7
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,8192,64,1.0,-1.62,-1.02,130.40,130.40,61.47,0.00,OK,10.7
meta-llama/Meta-Llama-3-70B,a40,Dense,8192,128,1.0,-1.62,-1.02,130.40,130.40,61.47,0.00,OK,11.0
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,8192,128,1.0,-1.62,-1.02,130.40,130.40,61.47,0.00,OK,11.0
meta-llama/Meta-Llama-3-70B,a40,Dense,4096,16,1.0,-1.62,-1.02,123.54,123.54,64.89,0.00,OK,602.1
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,4096,16,1.0,-1.62,-1.02,123.54,123.54,64.89,0.00,OK,602.1
meta-llama/Meta-Llama-3-70B,a40,Sparse,16384,4,0.1,-1.62,-1.02,210.61,236.31,33.89,0.00,OK,17.9
meta-llama/Meta-Llama-3-70B,a40,Sparse,16384,8,0.1,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,13.5
meta-llama/Meta-Llama-3-70B,a40,Sparse,16384,16,0.1,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,13.5
meta-llama/Meta-Llama-3-70B,a40,Sparse,16384,32,0.1,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,7.5
meta-llama/Meta-Llama-3-70B,a40,Dense,16384,4,1.0,-1.62,-1.02,210.61,236.31,33.89,0.00,OK,24.3
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,16384,4,1.0,-1.62,-1.02,210.61,236.31,33.89,0.00,OK,24.3
meta-llama/Meta-Llama-3-70B,a100,Dense,262144,4,1.0,-1.62,-1.02,811.15,895.03,8.94,2634.79,OK,1038.5
meta-llama/Meta-Llama-3-70B,a100,NaiveSparse,262144,4,1.0,-1.62,-1.02,811.15,895.03,8.94,2634.79,OK,1038.5
meta-llama/Meta-Llama-3-70B,a40,Sparse,16384,64,0.1,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,6.7
meta-llama/Meta-Llama-3-70B,a40,Dense,16384,16,1.0,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,17.3
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,16384,16,1.0,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,17.3
meta-llama/Meta-Llama-3-70B,a40,Dense,16384,8,1.0,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,23.6
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,16384,8,1.0,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,23.6
meta-llama/Meta-Llama-3-70B,a40,Dense,16384,32,1.0,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,16.2
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,16384,32,1.0,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,16.2
meta-llama/Meta-Llama-3-70B,a40,Dense,16384,64,1.0,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,16.2
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,16384,64,1.0,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,16.2
meta-llama/Meta-Llama-3-70B,a40,Sparse,32768,4,0.1,-1.62,-1.02,210.60,236.30,33.89,0.00,OK,24.0
meta-llama/Meta-Llama-3-70B,a40,Sparse,32768,8,0.1,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,24.6
meta-llama/Meta-Llama-3-70B,a40,Sparse,32768,32,0.1,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,21.7
meta-llama/Meta-Llama-3-70B,a40,Sparse,32768,16,0.1,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,29.6
meta-llama/Meta-Llama-3-70B,a40,Dense,32768,16,1.0,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,37.0
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,32768,16,1.0,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,37.0
meta-llama/Meta-Llama-3-70B,a40,Dense,32768,8,1.0,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,44.6
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,32768,8,1.0,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,44.6
meta-llama/Meta-Llama-3-70B,a40,Dense,32768,4,1.0,-1.62,-1.02,210.60,236.30,33.89,0.00,OK,45.1
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,32768,4,1.0,-1.62,-1.02,210.60,236.30,33.89,0.00,OK,45.1
meta-llama/Meta-Llama-3-70B,a40,Dense,32768,32,1.0,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,38.0
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,32768,32,1.0,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,38.0
meta-llama/Meta-Llama-3-70B,a40,Sparse,65536,16,0.1,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,12.2
meta-llama/Meta-Llama-3-70B,a40,Sparse,65536,8,0.1,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,22.9
meta-llama/Meta-Llama-3-70B,a40,Sparse,65536,4,0.1,-1.62,-1.02,210.60,236.30,33.89,0.00,OK,36.3
meta-llama/Meta-Llama-3-70B,a40,Dense,65536,4,1.0,-1.62,-1.02,220.02,245.72,32.59,37.67,OK,58.9
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,65536,4,1.0,-1.62,-1.02,220.02,245.72,32.59,37.67,OK,58.9
meta-llama/Meta-Llama-3-70B,a40,Dense,65536,8,1.0,-1.62,-1.02,240.98,240.98,33.23,390.74,OK,58.9
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,65536,8,1.0,-1.62,-1.02,240.98,240.98,33.23,390.74,OK,58.9
meta-llama/Meta-Llama-3-70B,a40,Sparse,131072,8,0.1,-1.62,-1.02,143.30,143.30,55.93,0.00,OK,39.4
meta-llama/Meta-Llama-3-70B,a40,Dense,65536,16,1.0,-1.62,-1.02,240.98,240.98,33.23,390.74,OK,48.7
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,65536,16,1.0,-1.62,-1.02,240.98,240.98,33.23,390.74,OK,48.7
meta-llama/Meta-Llama-3-70B,a40,Sparse,131072,4,0.1,-1.62,-1.02,210.60,236.30,33.89,0.00,OK,49.6
meta-llama/Meta-Llama-3-70B,a40,Sparse,262144,4,0.1,-1.62,-1.02,210.60,236.30,33.89,0.00,OK,202.5
meta-llama/Meta-Llama-3-70B,a40,Dense,131072,8,1.0,-1.62,-1.02,457.67,457.67,17.49,1257.47,OK,480.2
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,131072,8,1.0,-1.62,-1.02,457.67,457.67,17.49,1257.47,OK,480.2
meta-llama/Meta-Llama-3-70B,a40,Dense,131072,4,1.0,-1.62,-1.02,415.74,457.68,17.49,885.52,OK,491.5
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,131072,4,1.0,-1.62,-1.02,415.74,457.68,17.49,885.52,OK,491.5
meta-llama/Meta-Llama-3-70B,h100,Sparse,4096,8,0.1,-1.62,-1.02,124.19,124.19,64.55,0.00,OK,973.3
meta-llama/Meta-Llama-3-70B,h100,Dense,4096,4,1.0,-1.62,-1.02,192.57,216.44,37.00,0.00,OK,979.4
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,4096,4,1.0,-1.62,-1.02,192.57,216.44,37.00,0.00,OK,979.4
meta-llama/Meta-Llama-3-70B,h100,Sparse,4096,16,0.1,-1.62,-1.02,124.20,124.20,64.54,0.00,OK,818.0
meta-llama/Meta-Llama-3-70B,h100,Sparse,4096,32,0.1,-1.62,-1.02,124.20,124.20,64.54,0.00,OK,535.8
meta-llama/Meta-Llama-3-70B,h100,Dense,4096,8,1.0,-1.62,-1.02,123.55,123.55,64.89,0.00,OK,983.8
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,4096,8,1.0,-1.62,-1.02,123.55,123.55,64.89,0.00,OK,983.8
meta-llama/Meta-Llama-3-70B,h100,Dense,4096,32,1.0,-1.62,-1.02,124.20,124.20,64.54,0.00,OK,12.1
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,4096,32,1.0,-1.62,-1.02,124.20,124.20,64.54,0.00,OK,12.1
meta-llama/Meta-Llama-3-70B,h100,Sparse,4096,64,0.1,-1.62,-1.02,124.20,124.20,64.54,0.00,OK,8.3
meta-llama/Meta-Llama-3-70B,h100,Sparse,4096,4,0.1,-1.62,-1.02,192.59,216.46,37.00,0.00,OK,989.8
meta-llama/Meta-Llama-3-70B,h100,Dense,4096,16,1.0,-1.62,-1.02,124.20,124.20,64.55,0.00,OK,550.9
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,4096,16,1.0,-1.62,-1.02,124.20,124.20,64.55,0.00,OK,550.9
meta-llama/Meta-Llama-3-70B,h100,Sparse,4096,128,0.1,-1.62,-1.02,124.20,124.20,64.54,0.00,OK,7.0
meta-llama/Meta-Llama-3-70B,h100,Dense,4096,64,1.0,-1.62,-1.02,124.20,124.20,64.54,0.00,OK,9.5
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,4096,64,1.0,-1.62,-1.02,124.20,124.20,64.54,0.00,OK,9.5
meta-llama/Meta-Llama-3-70B,h100,Dense,4096,128,1.0,-1.62,-1.02,124.20,124.20,64.54,0.00,OK,9.2
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,4096,128,1.0,-1.62,-1.02,124.20,124.20,64.54,0.00,OK,9.2
meta-llama/Meta-Llama-3-70B,h100,Sparse,8192,4,0.1,-1.62,-1.02,199.84,224.51,35.67,0.00,OK,12.3
meta-llama/Meta-Llama-3-70B,h100,Sparse,8192,8,0.1,-1.62,-1.02,131.02,131.02,61.18,0.00,OK,10.8
meta-llama/Meta-Llama-3-70B,h100,Sparse,8192,32,0.1,-1.62,-1.02,131.02,131.02,61.18,0.00,OK,6.3
meta-llama/Meta-Llama-3-70B,h100,Sparse,8192,16,0.1,-1.62,-1.02,131.02,131.02,61.18,0.00,OK,9.3
meta-llama/Meta-Llama-3-70B,h100,Dense,8192,4,1.0,-1.62,-1.02,199.84,224.51,35.67,0.00,OK,16.1
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,8192,4,1.0,-1.62,-1.02,199.84,224.51,35.67,0.00,OK,16.1
meta-llama/Meta-Llama-3-70B,h100,Sparse,8192,64,0.1,-1.62,-1.02,131.02,131.02,61.18,0.00,OK,6.0
meta-llama/Meta-Llama-3-70B,h100,Dense,8192,16,1.0,-1.62,-1.02,131.02,131.02,61.18,0.00,OK,10.6
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,8192,16,1.0,-1.62,-1.02,131.02,131.02,61.18,0.00,OK,10.6
meta-llama/Meta-Llama-3-70B,h100,Dense,8192,8,1.0,-1.62,-1.02,131.02,131.02,61.18,0.00,OK,14.1
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,8192,8,1.0,-1.62,-1.02,131.02,131.02,61.18,0.00,OK,14.1
meta-llama/Meta-Llama-3-70B,h100,Sparse,8192,128,0.1,-1.62,-1.02,131.02,131.02,61.18,0.00,OK,5.9
meta-llama/Meta-Llama-3-70B,h100,Dense,8192,32,1.0,-1.62,-1.02,131.02,131.02,61.18,0.00,OK,10.6
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,8192,32,1.0,-1.62,-1.02,131.02,131.02,61.18,0.00,OK,10.6
meta-llama/Meta-Llama-3-70B,h100,Dense,8192,64,1.0,-1.62,-1.02,131.02,131.02,61.18,0.00,OK,10.5
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,8192,64,1.0,-1.62,-1.02,131.02,131.02,61.18,0.00,OK,10.5
meta-llama/Meta-Llama-3-70B,h100,Dense,8192,128,1.0,-1.62,-1.02,131.02,131.02,61.18,0.00,OK,10.6
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,8192,128,1.0,-1.62,-1.02,131.02,131.02,61.18,0.00,OK,10.6
meta-llama/Meta-Llama-3-70B,a40,Dense,262144,4,1.0,-1.62,-1.02,811.15,895.03,8.94,2634.92,OK,1029.0
meta-llama/Meta-Llama-3-70B,a40,NaiveSparse,262144,4,1.0,-1.62,-1.02,811.15,895.03,8.94,2634.92,OK,1029.0
meta-llama/Meta-Llama-3-70B,h100,Sparse,16384,4,0.1,-1.62,-1.02,211.64,237.48,33.72,0.00,OK,17.2
meta-llama/Meta-Llama-3-70B,h100,Sparse,16384,8,0.1,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,17.5
meta-llama/Meta-Llama-3-70B,h100,Sparse,16384,16,0.1,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,15.1
meta-llama/Meta-Llama-3-70B,h100,Sparse,16384,32,0.1,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,10.7
meta-llama/Meta-Llama-3-70B,h100,Sparse,16384,64,0.1,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,6.7
meta-llama/Meta-Llama-3-70B,h100,Dense,16384,4,1.0,-1.62,-1.02,211.64,237.48,33.72,0.00,OK,23.9
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,16384,4,1.0,-1.62,-1.02,211.64,237.48,33.72,0.00,OK,23.9
meta-llama/Meta-Llama-3-70B,h100,Dense,16384,8,1.0,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,23.3
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,16384,8,1.0,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,23.3
meta-llama/Meta-Llama-3-70B,h100,Dense,16384,16,1.0,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,22.9
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,16384,16,1.0,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,22.9
meta-llama/Meta-Llama-3-70B,h100,Dense,16384,32,1.0,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,15.8
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,16384,32,1.0,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,15.8
meta-llama/Meta-Llama-3-70B,h100,Dense,16384,64,1.0,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,16.1
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,16384,64,1.0,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,16.1
meta-llama/Meta-Llama-3-70B,h100,Sparse,32768,8,0.1,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,20.8
meta-llama/Meta-Llama-3-70B,h100,Sparse,32768,16,0.1,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,20.8
meta-llama/Meta-Llama-3-70B,h100,Sparse,32768,32,0.1,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,19.5
meta-llama/Meta-Llama-3-70B,h100,Sparse,32768,4,0.1,-1.62,-1.02,211.64,237.48,33.72,0.00,OK,34.5
meta-llama/Meta-Llama-3-70B,h100,Dense,32768,4,1.0,-1.62,-1.02,211.64,237.48,33.72,0.00,OK,39.3
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,32768,4,1.0,-1.62,-1.02,211.64,237.48,33.72,0.00,OK,39.3
meta-llama/Meta-Llama-3-70B,h100,Dense,32768,16,1.0,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,37.3
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,32768,16,1.0,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,37.3
meta-llama/Meta-Llama-3-70B,h100,Dense,32768,8,1.0,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,46.3
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,32768,8,1.0,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,46.3
meta-llama/Meta-Llama-3-70B,h100,Dense,32768,32,1.0,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,37.6
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,32768,32,1.0,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,37.6
meta-llama/Meta-Llama-3-70B,h100,Sparse,65536,8,0.1,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,24.4
meta-llama/Meta-Llama-3-70B,h100,Sparse,65536,4,0.1,-1.62,-1.02,211.64,237.48,33.72,0.00,OK,35.0
meta-llama/Meta-Llama-3-70B,h100,Sparse,65536,16,0.1,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,22.7
meta-llama/Meta-Llama-3-70B,h100,Dense,65536,4,1.0,-1.62,-1.02,220.15,245.98,32.56,34.03,OK,64.7
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,65536,4,1.0,-1.62,-1.02,220.15,245.98,32.56,34.03,OK,64.7
meta-llama/Meta-Llama-3-70B,h100,Dense,65536,8,1.0,-1.62,-1.02,241.11,241.11,33.21,388.54,OK,58.9
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,65536,8,1.0,-1.62,-1.02,241.11,241.11,33.21,388.54,OK,58.9
meta-llama/Meta-Llama-3-70B,h100,Sparse,131072,8,0.1,-1.62,-1.02,143.98,143.98,55.66,0.00,OK,42.1
meta-llama/Meta-Llama-3-70B,h100,Dense,65536,16,1.0,-1.62,-1.02,241.11,241.11,33.21,388.54,OK,51.0
meta-llama/Meta-Llama-3-70B,h100,NaiveSparse,65536,16,1.0,-1.62,-1.02,241.11,241.11,33.21,388.54,OK,51.0
meta-llama/Meta-Llama-3-70B,h100,Sparse,131072,4,0.1,-1.62,-1.02,211.64,237.48,33.72,0.00,OK,47.5
meta-llama/Meta-Llama-3-8B,a100,Sparse,4096,4,0.1,-1.62,-1.02,24.48,27.43,294.43,0.00,OK,5.3
meta-llama/Meta-Llama-3-8B,a100,Sparse,4096,8,0.1,-1.62,-1.02,16.59,16.59,489.68,0.00,OK,3.7
meta-llama/Meta-Llama-3-8B,a100,Sparse,4096,16,0.1,-1.62,-1.02,16.59,16.59,489.68,0.00,OK,3.8
meta-llama/Meta-Llama-3-8B,a100,Dense,4096,4,1.0,-1.62,-1.02,24.48,27.43,294.43,0.00,OK,5.9
meta-llama/Meta-Llama-3-8B,a100,NaiveSparse,4096,4,1.0,-1.62,-1.02,24.48,27.43,294.43,0.00,OK,5.9
meta-llama/Meta-Llama-3-8B,a100,Dense,4096,8,1.0,-1.62,-1.02,16.59,16.59,489.68,0.00,OK,6.2
meta-llama/Meta-Llama-3-8B,a100,NaiveSparse,4096,8,1.0,-1.62,-1.02,16.59,16.59,489.68,0.00,OK,6.2
meta-llama/Meta-Llama-3-8B,a100,Sparse,4096,32,0.1,-1.62,-1.02,16.59,16.59,489.68,0.00,OK,3.8
meta-llama/Meta-Llama-3-8B,a100,Dense,4096,16,1.0,-1.62,-1.02,16.59,16.59,489.68,0.00,OK,6.0
meta-llama/Meta-Llama-3-8B,a100,NaiveSparse,4096,16,1.0,-1.62,-1.02,16.59,16.59,489.68,0.00,OK,6.0
meta-llama/Meta-Llama-3-8B,a100,Sparse,4096,64,0.1,-1.62,-1.02,16.59,16.59,489.68,0.00,OK,3.7
meta-llama/Meta-Llama-3-8B,a100,Dense,4096,32,1.0,-1.62,-1.02,16.59,16.59,489.68,0.00,OK,6.0
meta-llama/Meta-Llama-3-8B,a100,NaiveSparse,4096,32,1.0,-1.62,-1.02,16.59,16.59,489.68,0.00,OK,6.0
meta-llama/Meta-Llama-3-8B,a100,Sparse,4096,128,0.1,-1.62,-1.02,16.59,16.59,489.68,0.00,OK,3.8
meta-llama/Meta-Llama-3-8B,a100,Dense,4096,64,1.0,-1.62,-1.02,16.59,16.59,489.68,0.00,OK,6.1
meta-llama/Meta-Llama-3-8B,a100,NaiveSparse,4096,64,1.0,-1.62,-1.02,16.59,16.59,489.68,0.00,OK,6.1
meta-llama/Meta-Llama-3-8B,a100,Dense,4096,128,1.0,-1.62,-1.02,16.59,16.59,489.68,0.00,OK,6.2
meta-llama/Meta-Llama-3-8B,a100,NaiveSparse,4096,128,1.0,-1.62,-1.02,16.59,16.59,489.68,0.00,OK,6.2
meta-llama/Meta-Llama-3-8B,a100,Sparse,8192,4,0.1,-1.62,-1.02,26.97,30.20,267.16,0.00,OK,6.8
meta-llama/Meta-Llama-3-8B,a100,Sparse,8192,8,0.1,-1.62,-1.02,19.31,19.31,419.81,0.00,OK,4.3
meta-llama/Meta-Llama-3-8B,a100,Sparse,8192,16,0.1,-1.62,-1.02,19.31,19.31,419.81,0.00,OK,4.1
meta-llama/Meta-Llama-3-8B,a100,Dense,8192,4,1.0,-1.62,-1.02,26.97,30.20,267.16,0.00,OK,8.8
meta-llama/Meta-Llama-3-8B,a100,NaiveSparse,8192,4,1.0,-1.62,-1.02,26.97,30.20,267.16,0.00,OK,8.8
meta-llama/Meta-Llama-3-8B,a100,Dense,8192,8,1.0,-1.62,-1.02,19.31,19.31,419.81,0.00,OK,8.8
meta-llama/Meta-Llama-3-8B,a100,NaiveSparse,8192,8,1.0,-1.62,-1.02,19.31,19.31,419.81,0.00,OK,8.8
meta-llama/Meta-Llama-3-8B,a100,Sparse,8192,32,0.1,-1.62,-1.02,19.31,19.31,419.81,0.00,OK,4.1
meta-llama/Meta-Llama-3-8B,a100,Dense,8192,16,1.0,-1.62,-1.02,19.31,19.31,419.81,0.00,OK,8.7
meta-llama/Meta-Llama-3-8B,a100,NaiveSparse,8192,16,1.0,-1.62,-1.02,19.31,19.31,419.81,0.00,OK,8.7
meta-llama/Meta-Llama-3-8B,a100,Sparse,8192,64,0.1,-1.62,-1.02,19.31,19.31,419.81,0.00,OK,4.1
meta-llama/Meta-Llama-3-8B,a100,Dense,8192,32,1.0,-1.62,-1.02,19.31,19.31,419.81,0.00,OK,8.6
meta-llama/Meta-Llama-3-8B,a100,NaiveSparse,8192,32,1.0,-1.62,-1.02,19.31,19.31,419.81,0.00,OK,8.6
meta-llama/Meta-Llama-3-8B,a100,Sparse,8192,128,0.1,-1.62,-1.02,19.31,19.31,419.81,0.00,OK,4.1
meta-llama/Meta-Llama-3-70B,h100,Sparse,262144,4,0.1,-1.62,-1.02,211.64,237.48,33.72,0.00,OK,69.2
meta-llama/Meta-Llama-3-8B,a100,Dense,8192,64,1.0,-1.62,-1.02,19.31,19.31,419.81,0.00,OK,8.7
meta-llama/Meta-Llama-3-8B,a100,NaiveSparse,8192,64,1.0,-1.62,-1.02,19.31,19.31,419.81,0.00,OK,8.7
meta-llama/Meta-Llama-3-8B,a100,Dense,8192,128,1.0,-1.62,-1.02,19.31,19.31,419.81,0.00,OK,8.8
meta-llama/Meta-Llama-3-8B,a100,NaiveSparse,8192,128,1.0,-1.62,-1.02,19.31,19.31,419.81,0.00,OK,8.8
meta-llama/Meta-Llama-3-8B,a100,Sparse,16384,4,0.1,-1.62,-1.02,31.58,35.27,228.45,0.00,OK,9.6
meta-llama/Meta-Llama-3-8B,a100,Sparse,16384,8,0.1,-1.62,-1.02,24.40,24.40,331.38,0.00,OK,8.1
meta-llama/Meta-Llama-3-8B,a100,Sparse,16384,16,0.1,-1.62,-1.02,24.40,24.40,331.38,0.00,OK,5.3
meta-llama/Meta-Llama-3-8B,a100,Sparse,16384,32,0.1,-1.62,-1.02,24.40,24.40,331.38,0.00,OK,5.0
