model,device,baseline,context_length,batch_size,kv_read_fraction,ttft_p50_ms,ttft_p99_ms,tpot_p50_ms,tpot_p99_ms,throughput_tok_s,hbf_stall_ms,status,wall_s
Qwen/Qwen2-72B,a40,Dense,8192,64,1.0,-1.62,-1.02,336.79,336.79,23.77,0.00,OK,10.5
Qwen/Qwen2-72B,a40,NaiveSparse,8192,64,1.0,-1.62,-1.02,336.79,336.79,23.77,0.00,OK,10.5
Qwen/Qwen2-72B,a40,Dense,4096,16,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,57.9
Qwen/Qwen2-72B,a40,NaiveSparse,4096,16,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,57.9
Qwen/Qwen2-72B,a40,Dense,8192,128,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,12.0
Qwen/Qwen2-72B,a40,NaiveSparse,8192,128,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,12.0
Qwen/Qwen2-72B,a40,Sparse,16384,4,0.1,-1.62,-1.02,524.88,589.96,13.57,0.00,OK,12.4
Qwen/Qwen2-72B,a40,Sparse,16384,8,0.1,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,9.8
Qwen/Qwen2-72B,a40,Sparse,16384,16,0.1,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,6.2
Qwen/Qwen2-72B,a40,Sparse,16384,32,0.1,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,5.5
Qwen/Qwen2-72B,a40,Sparse,16384,64,0.1,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,5.4
Qwen/Qwen2-72B,a40,Dense,16384,4,1.0,-1.62,-1.02,524.88,589.96,13.57,0.00,OK,18.8
Qwen/Qwen2-72B,a40,NaiveSparse,16384,4,1.0,-1.62,-1.02,524.88,589.96,13.57,0.00,OK,18.8
Qwen/Qwen2-72B,a40,Dense,16384,8,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,19.1
Qwen/Qwen2-72B,a40,NaiveSparse,16384,8,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,19.1
Qwen/Qwen2-72B,a40,Dense,16384,16,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,14.9
Qwen/Qwen2-72B,a40,NaiveSparse,16384,16,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,14.9
Qwen/Qwen2-72B,a40,Dense,16384,32,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,14.6
Qwen/Qwen2-72B,a40,NaiveSparse,16384,32,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,14.6
Qwen/Qwen2-72B,a40,Dense,16384,64,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,14.5
Qwen/Qwen2-72B,a40,NaiveSparse,16384,64,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,14.5
Qwen/Qwen2-72B,a40,Sparse,32768,4,0.1,-1.62,-1.02,524.88,589.96,13.57,0.00,OK,17.3
Qwen/Qwen2-72B,a40,Sparse,32768,8,0.1,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,20.3
Qwen/Qwen2-72B,a40,Sparse,32768,16,0.1,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,18.2
Qwen/Qwen2-72B,a40,Sparse,32768,32,0.1,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,13.4
Qwen/Qwen2-72B,a40,Dense,32768,4,1.0,-1.62,-1.02,524.88,589.96,13.57,0.00,OK,33.8
Qwen/Qwen2-72B,a40,NaiveSparse,32768,4,1.0,-1.62,-1.02,524.88,589.96,13.57,0.00,OK,33.8
Qwen/Qwen2-72B,a40,Dense,32768,8,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,32.7
Qwen/Qwen2-72B,a40,NaiveSparse,32768,8,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,32.7
Qwen/Qwen2-72B,a40,Dense,32768,16,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,33.7
Qwen/Qwen2-72B,a40,NaiveSparse,32768,16,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,33.7
Qwen/Qwen2-72B,a40,Dense,32768,32,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,26.3
Qwen/Qwen2-72B,a40,NaiveSparse,32768,32,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,26.3
Qwen/Qwen2-72B,a40,Sparse,65536,8,0.1,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,20.3
Qwen/Qwen2-72B,a40,Sparse,65536,4,0.1,-1.62,-1.02,524.88,589.96,13.57,0.00,OK,26.6
Qwen/Qwen2-72B,a40,Sparse,65536,16,0.1,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,11.9
Qwen/Qwen2-72B,a100,Dense,262144,4,1.0,-1.62,-1.02,811.15,895.03,8.94,2720.55,OK,561.5
Qwen/Qwen2-72B,a100,NaiveSparse,262144,4,1.0,-1.62,-1.02,811.15,895.03,8.94,2720.55,OK,561.5
Qwen/Qwen2-72B,a40,Sparse,131072,4,0.1,-1.62,-1.02,524.88,589.96,13.57,0.00,OK,35.7
Qwen/Qwen2-72B,a40,Dense,65536,4,1.0,-1.62,-1.02,524.88,589.96,13.57,0.00,OK,55.3
Qwen/Qwen2-72B,a40,NaiveSparse,65536,4,1.0,-1.62,-1.02,524.88,589.96,13.57,0.00,OK,55.3
Qwen/Qwen2-72B,a40,Dense,65536,8,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,45.7
Qwen/Qwen2-72B,a40,NaiveSparse,65536,8,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,45.7
Qwen/Qwen2-72B,a40,Sparse,131072,8,0.1,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,35.4
Qwen/Qwen2-72B,a40,Dense,65536,16,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,56.6
Qwen/Qwen2-72B,a40,NaiveSparse,65536,16,1.0,-1.62,-1.02,336.81,336.81,23.77,0.00,OK,56.6
Qwen/Qwen2-72B,a40,Sparse,262144,4,0.1,-1.62,-1.02,524.88,589.96,13.57,0.00,OK,147.9
Qwen/Qwen2-72B,a40,Dense,131072,4,1.0,-1.62,-1.02,524.88,589.96,13.57,0.00,OK,432.3
Qwen/Qwen2-72B,a40,NaiveSparse,131072,4,1.0,-1.62,-1.02,524.88,589.96,13.57,0.00,OK,432.3
Qwen/Qwen2-72B,a40,Dense,131072,8,1.0,-1.62,-1.02,497.55,497.55,16.09,642.97,OK,490.4
Qwen/Qwen2-72B,a40,NaiveSparse,131072,8,1.0,-1.62,-1.02,497.55,497.55,16.09,642.97,OK,490.4
Qwen/Qwen2-72B,h100,Sparse,4096,16,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,355.4
Qwen/Qwen2-72B,h100,Sparse,4096,4,0.1,-1.62,-1.02,103.68,116.53,68.80,0.00,OK,474.7
Qwen/Qwen2-72B,h100,Sparse,4096,32,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,13.5
Qwen/Qwen2-72B,h100,Sparse,4096,8,0.1,-1.62,-1.02,66.45,66.45,120.86,0.00,OK,473.9
Qwen/Qwen2-72B,h100,Dense,4096,8,1.0,-1.62,-1.02,66.58,66.58,120.62,0.00,OK,459.3
Qwen/Qwen2-72B,h100,NaiveSparse,4096,8,1.0,-1.62,-1.02,66.58,66.58,120.62,0.00,OK,459.3
Qwen/Qwen2-72B,h100,Dense,4096,4,1.0,-1.62,-1.02,103.57,116.41,68.87,0.00,OK,480.5
Qwen/Qwen2-72B,h100,NaiveSparse,4096,4,1.0,-1.62,-1.02,103.57,116.41,68.87,0.00,OK,480.5
Qwen/Qwen2-72B,h100,Sparse,4096,64,0.1,-1.62,-1.02,66.53,66.53,120.72,0.00,OK,7.9
Qwen/Qwen2-72B,h100,Sparse,4096,128,0.1,-1.62,-1.02,66.53,66.53,120.72,0.00,OK,5.4
Qwen/Qwen2-72B,h100,Dense,4096,32,1.0,-1.62,-1.02,66.53,66.53,120.72,0.00,OK,11.0
Qwen/Qwen2-72B,h100,NaiveSparse,4096,32,1.0,-1.62,-1.02,66.53,66.53,120.72,0.00,OK,11.0
Qwen/Qwen2-72B,h100,Dense,4096,64,1.0,-1.62,-1.02,66.53,66.53,120.72,0.00,OK,11.2
Qwen/Qwen2-72B,h100,NaiveSparse,4096,64,1.0,-1.62,-1.02,66.53,66.53,120.72,0.00,OK,11.2
Qwen/Qwen2-72B,h100,Dense,4096,128,1.0,-1.62,-1.02,66.53,66.53,120.72,0.00,OK,8.1
Qwen/Qwen2-72B,h100,NaiveSparse,4096,128,1.0,-1.62,-1.02,66.53,66.53,120.72,0.00,OK,8.1
Qwen/Qwen2-72B,h100,Sparse,8192,8,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,5.5
Qwen/Qwen2-72B,h100,Sparse,8192,4,0.1,-1.62,-1.02,103.38,116.19,69.00,0.00,OK,8.6
Qwen/Qwen2-72B,h100,Sparse,8192,16,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,4.5
Qwen/Qwen2-72B,h100,Dense,4096,16,1.0,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,94.4
Qwen/Qwen2-72B,h100,NaiveSparse,4096,16,1.0,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,94.4
Qwen/Qwen2-72B,h100,Sparse,8192,32,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,4.8
Qwen/Qwen2-72B,h100,Dense,8192,8,1.0,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,9.5
Qwen/Qwen2-72B,h100,NaiveSparse,8192,8,1.0,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,9.5
Qwen/Qwen2-72B,h100,Sparse,8192,64,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,4.8
Qwen/Qwen2-72B,h100,Dense,8192,4,1.0,-1.62,-1.02,103.38,116.19,69.00,0.00,OK,12.9
Qwen/Qwen2-72B,h100,NaiveSparse,8192,4,1.0,-1.62,-1.02,103.38,116.19,69.00,0.00,OK,12.9
Qwen/Qwen2-72B,h100,Dense,8192,16,1.0,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,9.3
Qwen/Qwen2-72B,h100,NaiveSparse,8192,16,1.0,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,9.3
Qwen/Qwen2-72B,h100,Sparse,8192,128,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,4.3
Qwen/Qwen2-72B,h100,Dense,8192,32,1.0,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,9.3
Qwen/Qwen2-72B,h100,NaiveSparse,8192,32,1.0,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,9.3
Qwen/Qwen2-72B,h100,Dense,8192,64,1.0,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,9.0
Qwen/Qwen2-72B,h100,NaiveSparse,8192,64,1.0,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,9.0
Qwen/Qwen2-72B,h100,Dense,8192,128,1.0,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,9.0
Qwen/Qwen2-72B,h100,NaiveSparse,8192,128,1.0,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,9.0
Qwen/Qwen2-72B,h100,Sparse,16384,4,0.1,-1.62,-1.02,103.38,116.19,69.00,0.00,OK,9.6
Qwen/Qwen2-72B,h100,Sparse,16384,16,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,7.5
Qwen/Qwen2-72B,h100,Sparse,16384,8,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,11.4
Qwen/Qwen2-72B,h100,Sparse,16384,32,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,5.0
Qwen/Qwen2-72B,h100,Sparse,16384,64,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,5.0
Qwen/Qwen2-72B,h100,Dense,16384,4,1.0,-1.62,-1.02,103.38,116.19,69.00,0.00,OK,18.7
Qwen/Qwen2-72B,h100,NaiveSparse,16384,4,1.0,-1.62,-1.02,103.38,116.19,69.00,0.00,OK,18.7
Qwen/Qwen2-72B,h100,Dense,16384,16,1.0,-1.62,-1.02,68.12,68.12,117.87,6.40,OK,14.5
Qwen/Qwen2-72B,h100,NaiveSparse,16384,16,1.0,-1.62,-1.02,68.12,68.12,117.87,6.40,OK,14.5
Qwen/Qwen2-72B,h100,Dense,16384,8,1.0,-1.62,-1.02,68.12,68.12,117.87,6.40,OK,17.2
Qwen/Qwen2-72B,h100,NaiveSparse,16384,8,1.0,-1.62,-1.02,68.12,68.12,117.87,6.40,OK,17.2
Qwen/Qwen2-72B,h100,Dense,16384,32,1.0,-1.62,-1.02,68.12,68.12,117.87,6.40,OK,14.1
Qwen/Qwen2-72B,h100,NaiveSparse,16384,32,1.0,-1.62,-1.02,68.12,68.12,117.87,6.40,OK,14.1
Qwen/Qwen2-72B,h100,Dense,16384,64,1.0,-1.62,-1.02,68.12,68.12,117.87,6.40,OK,13.9
Qwen/Qwen2-72B,h100,NaiveSparse,16384,64,1.0,-1.62,-1.02,68.12,68.12,117.87,6.40,OK,13.9
Qwen/Qwen2-72B,h100,Sparse,32768,4,0.1,-1.62,-1.02,103.38,116.19,69.00,0.00,OK,15.0
Qwen/Qwen2-72B,h100,Sparse,32768,16,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,11.8
Qwen/Qwen2-72B,h100,Sparse,32768,8,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,13.6
Qwen/Qwen2-72B,h100,Sparse,32768,32,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,6.6
Qwen/Qwen2-72B,h100,Dense,32768,4,1.0,-1.62,-1.02,110.70,123.51,64.91,29.26,OK,30.2
Qwen/Qwen2-72B,h100,NaiveSparse,32768,4,1.0,-1.62,-1.02,110.70,123.51,64.91,29.26,OK,30.2
Qwen/Qwen2-72B,h100,Dense,32768,8,1.0,-1.62,-1.02,121.17,121.17,66.16,218.60,OK,29.6
Qwen/Qwen2-72B,h100,NaiveSparse,32768,8,1.0,-1.62,-1.02,121.17,121.17,66.16,218.60,OK,29.6
Qwen/Qwen2-72B,h100,Dense,32768,16,1.0,-1.62,-1.02,121.17,121.17,66.16,218.60,OK,27.3
Qwen/Qwen2-72B,h100,NaiveSparse,32768,16,1.0,-1.62,-1.02,121.17,121.17,66.16,218.60,OK,27.3
Qwen/Qwen2-72B,h100,Dense,32768,32,1.0,-1.62,-1.02,121.17,121.17,66.16,218.60,OK,24.3
Qwen/Qwen2-72B,h100,NaiveSparse,32768,32,1.0,-1.62,-1.02,121.17,121.17,66.16,218.60,OK,24.3
Qwen/Qwen2-72B,h100,Sparse,65536,8,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,20.5
Qwen/Qwen2-72B,h100,Sparse,65536,4,0.1,-1.62,-1.02,103.38,116.19,69.00,0.00,OK,22.9
Qwen/Qwen2-72B,h100,Sparse,65536,16,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,8.9
Qwen/Qwen2-72B,a40,Dense,262144,4,1.0,-1.62,-1.02,847.05,930.94,8.60,1363.91,OK,559.3
Qwen/Qwen2-72B,a40,NaiveSparse,262144,4,1.0,-1.62,-1.02,847.05,930.94,8.60,1363.91,OK,559.3
Qwen/Qwen2-72B,h100,Sparse,131072,4,0.1,-1.62,-1.02,103.38,116.19,69.00,0.00,OK,34.4
Qwen/Qwen2-72B,h100,Dense,65536,4,1.0,-1.62,-1.02,208.55,229.53,34.89,453.37,OK,57.3
Qwen/Qwen2-72B,h100,NaiveSparse,65536,4,1.0,-1.62,-1.02,208.55,229.53,34.89,453.37,OK,57.3
Qwen/Qwen2-72B,h100,Sparse,131072,8,0.1,-1.62,-1.02,66.52,66.52,120.72,0.00,OK,34.5
Qwen/Qwen2-72B,h100,Dense,65536,8,1.0,-1.62,-1.02,229.52,229.52,34.89,651.96,OK,47.1
Qwen/Qwen2-72B,h100,NaiveSparse,65536,8,1.0,-1.62,-1.02,229.52,229.52,34.89,651.96,OK,47.1
Qwen/Qwen2-72B,h100,Dense,65536,16,1.0,-1.62,-1.02,229.52,229.52,34.89,651.96,OK,47.7
Qwen/Qwen2-72B,h100,NaiveSparse,65536,16,1.0,-1.62,-1.02,229.52,229.52,34.89,651.96,OK,47.7
Qwen/Qwen2-72B,h100,Sparse,262144,4,0.1,-1.62,-1.02,103.38,116.19,69.00,0.00,OK,171.4
Qwen/Qwen2-72B,h100,Dense,131072,4,1.0,-1.62,-1.02,405.74,447.68,17.88,1325.97,OK,406.3
Qwen/Qwen2-72B,h100,NaiveSparse,131072,4,1.0,-1.62,-1.02,405.74,447.68,17.88,1325.97,OK,406.3
Qwen/Qwen2-72B,h100,Dense,131072,8,1.0,-1.62,-1.02,447.67,447.67,17.88,1524.57,OK,487.6
Qwen/Qwen2-72B,h100,NaiveSparse,131072,8,1.0,-1.62,-1.02,447.67,447.67,17.88,1524.57,OK,487.6
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,4096,32,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,14.6
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,4096,16,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,327.3
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,4096,4,0.1,-1.62,-1.02,94.67,106.41,75.36,0.00,OK,478.5
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,4096,4,1.0,-1.62,-1.02,94.79,106.55,75.26,0.00,OK,481.6
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,4096,4,1.0,-1.62,-1.02,94.79,106.55,75.26,0.00,OK,481.6
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,4096,8,0.1,-1.62,-1.02,61.32,61.32,131.01,0.00,OK,478.3
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,4096,32,1.0,-1.62,-1.02,61.33,61.33,130.99,0.00,OK,13.0
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,4096,32,1.0,-1.62,-1.02,61.33,61.33,130.99,0.00,OK,13.0
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,4096,64,0.1,-1.62,-1.02,61.33,61.33,130.99,0.00,OK,13.9
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,4096,128,0.1,-1.62,-1.02,61.33,61.33,130.99,0.00,OK,4.7
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,4096,8,1.0,-1.62,-1.02,61.33,61.33,130.98,0.00,OK,479.9
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,4096,8,1.0,-1.62,-1.02,61.33,61.33,130.98,0.00,OK,479.9
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,4096,128,1.0,-1.62,-1.02,61.33,61.33,130.99,0.00,OK,7.2
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,4096,128,1.0,-1.62,-1.02,61.33,61.33,130.99,0.00,OK,7.2
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,4096,64,1.0,-1.62,-1.02,61.33,61.33,130.99,0.00,OK,11.5
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,4096,64,1.0,-1.62,-1.02,61.33,61.33,130.99,0.00,OK,11.5
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,4096,16,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,122.3
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,4096,16,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,122.3
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,8192,4,0.1,-1.62,-1.02,94.73,106.48,75.31,0.00,OK,8.8
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,8192,8,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,7.7
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,8192,16,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,5.3
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,8192,32,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,4.5
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,8192,4,1.0,-1.62,-1.02,94.73,106.48,75.31,0.00,OK,11.1
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,8192,4,1.0,-1.62,-1.02,94.73,106.48,75.31,0.00,OK,11.1
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,8192,64,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,4.4
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,8192,8,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,10.0
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,8192,8,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,10.0
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,8192,16,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,10.1
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,8192,16,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,10.1
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,8192,128,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,4.5
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,8192,32,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,8.9
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,8192,32,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,8.9
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,8192,64,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,8.9
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,8192,64,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,8.9
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,8192,128,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,9.0
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,8192,128,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,9.0
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,16384,8,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,8.5
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,16384,16,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,8.0
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,16384,4,0.1,-1.62,-1.02,94.73,106.48,75.31,0.00,OK,12.7
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,16384,32,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,6.9
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,16384,64,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,5.1
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,16384,4,1.0,-1.62,-1.02,94.73,106.48,75.31,0.00,OK,18.2
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,16384,4,1.0,-1.62,-1.02,94.73,106.48,75.31,0.00,OK,18.2
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,16384,128,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,5.0
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,16384,8,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,19.3
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,16384,8,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,19.3
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,16384,16,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,17.4
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,16384,16,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,17.4
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,16384,32,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,13.6
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,16384,32,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,13.6
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,16384,64,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,13.6
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,16384,64,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,13.6
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,16384,128,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,13.3
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,16384,128,1.0,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,13.3
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,32768,16,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,12.3
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,32768,8,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,15.8
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,32768,4,0.1,-1.62,-1.02,94.73,106.48,75.31,0.00,OK,21.4
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,32768,32,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,11.7
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,32768,64,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,6.5
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,32768,4,1.0,-1.62,-1.02,94.73,106.48,75.31,0.00,OK,29.5
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,32768,4,1.0,-1.62,-1.02,94.73,106.48,75.31,0.00,OK,29.5
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,32768,16,1.0,-1.62,-1.02,76.67,76.67,104.69,61.39,OK,26.2
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,32768,16,1.0,-1.62,-1.02,76.67,76.67,104.69,61.39,OK,26.2
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,32768,8,1.0,-1.62,-1.02,76.67,76.67,104.69,61.39,OK,35.8
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,32768,8,1.0,-1.62,-1.02,76.67,76.67,104.69,61.39,OK,35.8
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,32768,32,1.0,-1.62,-1.02,76.67,76.67,104.69,61.39,OK,23.4
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,32768,32,1.0,-1.62,-1.02,76.67,76.67,104.69,61.39,OK,23.4
codellama/CodeLlama-34b-Instruct-hf,a100,Dense,32768,64,1.0,-1.62,-1.02,76.67,76.67,104.69,61.39,OK,23.1
codellama/CodeLlama-34b-Instruct-hf,a100,NaiveSparse,32768,64,1.0,-1.62,-1.02,76.67,76.67,104.69,61.39,OK,23.1
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,65536,4,0.1,-1.62,-1.02,94.73,106.48,75.31,0.00,OK,21.4
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,65536,8,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,16.7
Qwen/Qwen2-72B,h100,Dense,262144,4,1.0,-1.62,-1.02,811.15,895.03,8.94,3115.37,OK,568.9
Qwen/Qwen2-72B,h100,NaiveSparse,262144,4,1.0,-1.62,-1.02,811.15,895.03,8.94,3115.37,OK,568.9
codellama/CodeLlama-34b-Instruct-hf,a100,Sparse,65536,16,0.1,-1.62,-1.02,61.32,61.32,131.00,0.00,OK,12.2
