model,device,ctx_K,batch,dense_tpot_p50_ms,dense_tpot_p99_ms,sparse_tpot_p50_ms,sparse_tpot_p99_ms,speedup_dense_over_sparse,dense_hbf_stall_ms,sparse_hbf_stall_ms,dense_throughput_tok_s,sparse_throughput_tok_s,source
Llama-2-7b-hf,h100,64,128,378.7200,378.7200,12.8500,12.8500,29.4724,365.8700,0.0000,337.98,9961.09,analytical
Llama-2-7b-hf,h100,128,4,649.04,716.16,65.16,71.87,9.961,2787.95,210.79,11.17,111.7,simulated
Llama-2-7b-hf,h100,128,8,715.3536,715.3536,71.3600,71.3600,10.0246,678.7136,34.7200,11.18,112.11,analytical
Llama-2-7b-hf,h100,128,16,713.4635,713.4635,19.2800,19.2800,37.0054,694.1835,0.0000,22.43,829.88,analytical
Llama-2-7b-hf,h100,128,32,708.0257,708.0257,12.8500,12.8500,55.0993,695.1757,0.0000,45.20,2490.27,analytical
Llama-2-7b-hf,h100,128,64,695.1300,695.1300,12.8500,12.8500,54.0957,682.2800,0.0000,92.07,4980.54,analytical
Llama-2-7b-hf,h100,128,128,757.4400,757.4400,12.8500,12.8500,58.9447,744.5900,0.0000,168.99,9961.09,analytical
Llama-2-7b-hf,h100,256,4,1297.0723,1429.6726,128.8800,142.0555,10.0642,1231.9123,63.7200,3.08,31.04,analytical
Llama-2-7b-hf,h100,256,8,1429.8684,1429.8684,140.8000,140.8000,10.1553,1393.2284,104.1600,5.59,56.82,analytical
Llama-2-7b-hf,h100,256,16,1425.8809,1425.8809,19.2800,19.2800,73.9565,1406.6009,0.0000,11.22,829.88,analytical
Llama-2-7b-hf,h100,256,32,1414.6314,1414.6314,12.8500,12.8500,110.0880,1401.7814,0.0000,22.62,2490.27,analytical
Llama-2-7b-hf,h100,256,64,1388.2500,1388.2500,12.8500,12.8500,108.0350,1375.4000,0.0000,46.10,4980.54,analytical
Llama-2-7b-hf,h100,256,128,1514.8800,1514.8800,12.8500,12.8500,117.8895,1502.0300,0.0000,84.50,9961.09,analytical
Llama-2-7b-hf,h100,512,4,2593.4180,2858.5443,256.3200,282.5237,10.1179,2528.2580,191.1600,1.54,15.61,analytical
Llama-2-7b-hf,h100,512,8,2858.8981,2858.8981,279.6800,279.6800,10.2220,2822.2581,243.0400,2.80,28.60,analytical
Llama-2-7b-hf,h100,512,16,2850.7157,2850.7157,19.2800,19.2800,147.8587,2831.4357,0.0000,5.61,829.88,analytical
Llama-2-7b-hf,h100,512,32,2827.8429,2827.8429,12.8500,12.8500,220.0656,2814.9929,0.0000,11.32,2490.27,analytical
Llama-2-7b-hf,h100,512,64,2774.4900,2774.4900,12.8500,12.8500,215.9136,2761.6400,0.0000,23.07,4980.54,analytical
Llama-2-7b-hf,h100,512,128,3029.7600,3029.7600,12.8500,12.8500,235.7790,3016.9100,0.0000,42.25,9961.09,analytical
Meta-Llama-3-70B,a100,4,4,192.57,216.44,192.56,216.43,1.0,0.0,0.0,37.0,37.01,simulated
Meta-Llama-3-70B,a100,4,8,123.57,123.57,123.54,123.54,1.0,0.0,0.0,64.87,64.89,simulated
Meta-Llama-3-70B,a100,4,16,123.53,123.53,123.54,123.54,1.0,0.0,0.0,64.89,64.89,simulated
Meta-Llama-3-70B,a100,4,32,123.55,123.55,123.55,123.55,1.0,0.0,0.0,64.89,64.89,simulated
Meta-Llama-3-70B,a100,4,64,123.53,123.53,123.54,123.54,1.0,0.0,0.0,64.89,64.89,simulated
Meta-Llama-3-70B,a100,4,128,123.55,123.55,123.53,123.53,1.0,0.0,0.0,64.89,64.89,simulated
Meta-Llama-3-70B,a100,8,4,198.79,223.33,198.79,223.33,1.0,0.0,0.0,35.86,35.86,simulated
Meta-Llama-3-70B,a100,8,8,130.37,130.37,130.37,130.37,1.0,0.0,0.0,61.48,61.48,simulated
Meta-Llama-3-70B,a100,8,16,130.37,130.37,130.37,130.37,1.0,0.0,0.0,61.48,61.48,simulated
Meta-Llama-3-70B,a100,8,32,130.37,130.37,130.37,130.37,1.0,0.0,0.0,61.48,61.48,simulated
Meta-Llama-3-70B,a100,8,64,130.37,130.37,130.37,130.37,1.0,0.0,0.0,61.48,61.48,simulated
Meta-Llama-3-70B,a100,8,128,130.37,130.37,130.37,130.37,1.0,0.0,0.0,61.48,61.48,simulated
Meta-Llama-3-70B,a100,16,4,210.63,236.34,210.63,236.34,1.0,0.0,0.0,33.89,33.89,simulated
Meta-Llama-3-70B,a100,16,8,143.28,143.28,143.28,143.28,1.0,0.0,0.0,55.93,55.93,simulated
Meta-Llama-3-70B,a100,16,16,143.28,143.28,143.28,143.28,1.0,0.0,0.0,55.93,55.93,simulated
Meta-Llama-3-70B,a100,16,32,143.28,143.28,143.28,143.28,1.0,0.0,0.0,55.93,55.93,simulated
Meta-Llama-3-70B,a100,16,64,143.28,143.28,143.28,143.28,1.0,0.0,0.0,55.93,55.93,simulated
Meta-Llama-3-70B,a100,16,128,144.0100,144.0100,130.3700,130.3700,1.1046,13.6400,0.0000,888.83,981.82,analytical
Meta-Llama-3-70B,a100,32,4,210.63,236.34,210.63,236.34,1.0,0.0,0.0,33.89,33.89,simulated
Meta-Llama-3-70B,a100,32,8,143.28,143.28,143.28,143.28,1.0,0.0,0.0,55.93,55.93,simulated
Meta-Llama-3-70B,a100,32,16,143.28,143.28,143.28,143.28,1.0,0.0,0.0,55.93,55.93,simulated
Meta-Llama-3-70B,a100,32,32,143.28,143.28,143.28,143.28,1.0,0.0,0.0,55.93,55.93,simulated
Meta-Llama-3-70B,a100,32,64,169.5950,169.5950,169.1000,169.1000,1.0029,26.3150,25.8200,377.37,378.47,analytical
Meta-Llama-3-70B,a100,32,128,171.2900,171.2900,130.3700,130.3700,1.3139,40.9200,0.0000,747.27,981.82,analytical
Meta-Llama-3-70B,a100,64,4,220.02,245.73,210.63,236.34,1.045,37.56,0.0,32.59,33.89,simulated
Meta-Llama-3-70B,a100,64,8,240.98,240.98,143.28,143.28,1.682,390.82,0.0,33.23,55.93,simulated
Meta-Llama-3-70B,a100,64,16,240.98,240.98,143.28,143.28,1.682,390.82,0.0,33.23,55.93,simulated
Meta-Llama-3-70B,a100,64,32,167.8648,167.8648,159.8786,159.8786,1.0500,24.5848,16.5986,190.63,200.15,analytical
Meta-Llama-3-70B,a100,64,64,222.1150,222.1150,220.7400,220.7400,1.0062,78.8350,77.4600,288.14,289.93,analytical
Meta-Llama-3-70B,a100,64,128,225.8500,225.8500,130.3700,130.3700,1.7324,95.4800,0.0000,566.75,981.82,analytical
Meta-Llama-3-70B,a100,128,4,415.74,457.69,210.63,236.34,1.974,885.4,0.0,17.49,33.89,simulated
Meta-Llama-3-70B,a100,128,8,457.67,457.67,143.28,143.28,3.194,1257.56,0.0,17.49,55.93,simulated
Meta-Llama-3-70B,a100,128,16,349.5075,349.5075,155.1797,155.1797,2.2523,206.2275,11.8997,45.78,103.11,analytical
Meta-Llama-3-70B,a100,128,32,210.6335,210.6335,189.3871,189.3871,1.1122,67.3535,46.1071,151.92,168.97,analytical
Meta-Llama-3-70B,a100,128,64,327.1550,327.1550,324.0200,324.0200,1.0097,183.8750,180.7400,195.63,197.52,analytical
Meta-Llama-3-70B,a100,128,128,334.9700,334.9700,130.3700,130.3700,2.5694,204.6000,0.0000,382.12,981.82,analytical
Meta-Llama-3-70B,a100,256,4,811.15,895.03,210.63,236.34,3.851,2634.79,0.0,8.94,33.89,simulated
Meta-Llama-3-70B,a100,256,8,891.0500,891.0500,152.3378,152.3378,5.8492,747.7700,9.0578,8.98,52.51,analytical
Meta-Llama-3-70B,a100,256,16,589.1595,589.1595,174.9376,174.9376,3.3678,445.8795,31.6576,27.16,91.46,analytical
Meta-Llama-3-70B,a100,256,32,296.1709,296.1709,248.4043,248.4043,1.1923,152.8909,105.1243,108.05,128.82,analytical
Meta-Llama-3-70B,a100,256,64,537.2350,537.2350,530.5800,530.5800,1.0125,393.9550,387.3000,119.13,120.62,analytical
Meta-Llama-3-70B,a100,256,128,553.2100,553.2100,130.3700,130.3700,4.2434,422.8400,0.0000,231.38,981.82,analytical
Meta-Llama-3-70B,a100,512,4,1599.4179,1785.1086,210.6300,235.0839,7.5935,1388.7879,0.0000,2.50,18.99,analytical
Meta-Llama-3-70B,a100,512,8,1757.8100,1757.8100,166.7748,166.7748,10.5400,1614.5300,23.4948,4.55,47.97,analytical
Meta-Llama-3-70B,a100,512,16,1068.4636,1068.4636,214.4534,214.4534,4.9823,925.1836,71.1734,14.97,74.61,analytical
Meta-Llama-3-70B,a100,512,32,467.2457,467.2457,366.4386,366.4386,1.2751,323.9657,223.1586,68.49,87.33,analytical
Meta-Llama-3-70B,a100,512,64,957.3950,957.3950,943.7000,943.7000,1.0145,814.1150,800.4200,66.85,67.82,analytical
Meta-Llama-3-70B,a100,512,128,989.6900,989.6900,130.3700,130.3700,7.5914,859.3200,0.0000,129.33,981.82,analytical
Meta-Llama-3-70B,a40,4,4,192.46,216.31,192.44,216.29,1.0,0.0,0.0,37.03,37.03,simulated
Meta-Llama-3-70B,a40,4,8,123.55,123.55,123.48,123.48,1.001,0.0,0.0,64.88,64.92,simulated
Meta-Llama-3-70B,a40,4,16,123.54,123.54,123.54,123.54,1.0,0.0,0.0,64.89,64.89,simulated
Meta-Llama-3-70B,a40,4,32,123.55,123.55,123.54,123.54,1.0,0.0,0.0,64.89,64.89,simulated
Meta-Llama-3-70B,a40,4,64,123.54,123.54,123.54,123.54,1.0,0.0,0.0,64.89,64.89,simulated
Meta-Llama-3-70B,a40,4,128,123.54,123.54,123.54,123.54,1.0,0.0,0.0,64.89,64.89,simulated
Meta-Llama-3-70B,a40,8,4,198.78,223.32,198.78,223.32,1.0,0.0,0.0,35.86,35.86,simulated
Meta-Llama-3-70B,a40,8,8,130.4,130.4,130.4,130.4,1.0,0.0,0.0,61.47,61.47,simulated
Meta-Llama-3-70B,a40,8,16,130.4,130.4,130.4,130.4,1.0,0.0,0.0,61.47,61.47,simulated
Meta-Llama-3-70B,a40,8,32,130.4,130.4,130.4,130.4,1.0,0.0,0.0,61.47,61.47,simulated
Meta-Llama-3-70B,a40,8,64,130.4,130.4,130.4,130.4,1.0,0.0,0.0,61.47,61.47,simulated
Meta-Llama-3-70B,a40,8,128,130.4,130.4,130.4,130.4,1.0,0.0,0.0,61.47,61.47,simulated
Meta-Llama-3-70B,a40,16,4,210.61,236.31,210.61,236.31,1.0,0.0,0.0,33.89,33.89,simulated
Meta-Llama-3-70B,a40,16,8,143.3,143.3,143.3,143.3,1.0,0.0,0.0,55.93,55.93,simulated
Meta-Llama-3-70B,a40,16,16,143.3,143.3,143.3,143.3,1.0,0.0,0.0,55.93,55.93,simulated
Meta-Llama-3-70B,a40,16,32,143.3,143.3,143.3,143.3,1.0,0.0,0.0,55.93,55.93,simulated
Meta-Llama-3-70B,a40,16,64,143.3,143.3,143.3,143.3,1.0,0.0,0.0,55.93,55.93,simulated
Meta-Llama-3-70B,a40,16,128,144.1200,144.1200,130.4000,130.4000,1.1052,13.7200,0.0000,888.15,981.60,analytical
Meta-Llama-3-70B,a40,32,4,210.6,236.3,210.6,236.3,1.0,0.0,0.0,33.89,33.89,simulated
Meta-Llama-3-70B,a40,32,8,143.3,143.3,143.3,143.3,1.0,0.0,0.0,55.93,55.93,simulated
Meta-Llama-3-70B,a40,32,16,143.3,143.3,143.3,143.3,1.0,0.0,0.0,55.93,55.93,simulated
Meta-Llama-3-70B,a40,32,32,143.3,143.3,143.3,143.3,1.0,0.0,0.0,55.93,55.93,simulated
Meta-Llama-3-70B,a40,32,64,169.6271,169.6271,169.1000,169.1000,1.0031,26.3271,25.8000,377.30,378.47,analytical
Meta-Llama-3-70B,a40,32,128,171.5600,171.5600,130.4000,130.4000,1.3156,41.1600,0.0000,746.09,981.60,analytical
Meta-Llama-3-70B,a40,64,4,220.02,245.72,210.6,236.3,1.045,37.67,0.0,32.59,33.89,simulated
Meta-Llama-3-70B,a40,64,8,240.98,240.98,143.3,143.3,1.682,390.74,0.0,33.23,55.93,simulated
Meta-Llama-3-70B,a40,64,16,240.98,240.98,143.3,143.3,1.682,390.74,0.0,33.23,55.93,simulated
Meta-Llama-3-70B,a40,64,32,167.8983,167.8983,159.8857,159.8857,1.0501,24.5983,16.5857,190.59,200.14,analytical
Meta-Llama-3-70B,a40,64,64,222.1643,222.1643,220.7000,220.7000,1.0066,78.8643,77.4000,288.08,289.99,analytical
Meta-Llama-3-70B,a40,64,128,226.4400,226.4400,130.4000,130.4000,1.7365,96.0400,0.0000,565.27,981.60,analytical
Meta-Llama-3-70B,a40,128,4,415.74,457.68,210.6,236.3,1.974,885.52,0.0,17.49,33.89,simulated
Meta-Llama-3-70B,a40,128,8,457.67,457.67,143.3,143.3,3.194,1257.47,0.0,17.49,55.93,simulated
Meta-Llama-3-70B,a40,128,16,349.4912,349.4912,155.1904,155.1904,2.2520,206.1912,11.8904,45.78,103.10,analytical
Meta-Llama-3-70B,a40,128,32,210.6878,210.6878,189.3714,189.3714,1.1126,67.3878,46.0714,151.88,168.98,analytical
Meta-Llama-3-70B,a40,128,64,327.2386,327.2386,323.9000,323.9000,1.0103,183.9386,180.6000,195.58,197.59,analytical
Meta-Llama-3-70B,a40,128,128,336.2000,336.2000,130.4000,130.4000,2.5782,205.8000,0.0000,380.73,981.60,analytical
Meta-Llama-3-70B,a40,256,4,811.15,895.03,210.6,236.3,3.852,2634.92,0.0,8.94,33.89,simulated
Meta-Llama-3-70B,a40,256,8,891.0500,891.0500,152.3508,152.3508,5.8487,747.7500,9.0508,8.98,52.51,analytical
Meta-Llama-3-70B,a40,256,16,589.1033,589.1033,174.9330,174.9330,3.3676,445.8033,31.6330,27.16,91.46,analytical
Meta-Llama-3-70B,a40,256,32,296.2670,296.2670,248.3429,248.3429,1.1930,152.9670,105.0429,108.01,128.85,analytical
Meta-Llama-3-70B,a40,256,64,537.3871,537.3871,530.3000,530.3000,1.0134,394.0871,387.0000,119.09,120.69,analytical
Meta-Llama-3-70B,a40,256,128,555.7200,555.7200,130.4000,130.4000,4.2617,425.3200,0.0000,230.33,981.60,analytical
Meta-Llama-3-70B,a40,512,4,1599.4179,1785.0715,210.6000,235.0456,7.5946,1388.8179,0.0000,2.50,18.99,analytical
Meta-Llama-3-70B,a40,512,8,1757.8100,1757.8100,166.7766,166.7766,10.5399,1614.5100,23.4766,4.55,47.97,analytical
Meta-Llama-3-70B,a40,512,16,1068.3273,1068.3273,214.4183,214.4183,4.9824,925.0273,71.1183,14.98,74.62,analytical
Meta-Llama-3-70B,a40,512,32,467.4252,467.4252,366.2857,366.2857,1.2761,324.1252,222.9857,68.46,87.36,analytical
Meta-Llama-3-70B,a40,512,64,957.6843,957.6843,943.1000,943.1000,1.0155,814.3843,799.8000,66.83,67.86,analytical
Meta-Llama-3-70B,a40,512,128,994.7600,994.7600,130.4000,130.4000,7.6285,864.3600,0.0000,128.67,981.60,analytical
Meta-Llama-3-70B,h100,4,4,192.57,216.44,192.59,216.46,1.0,0.0,0.0,37.0,37.0,simulated
Meta-Llama-3-70B,h100,4,8,123.55,123.55,124.19,124.19,0.995,0.0,0.0,64.89,64.55,simulated
Meta-Llama-3-70B,h100,4,16,124.2,124.2,124.2,124.2,1.0,0.0,0.0,64.55,64.54,simulated
Meta-Llama-3-70B,h100,4,32,124.2,124.2,124.2,124.2,1.0,0.0,0.0,64.54,64.54,simulated
Meta-Llama-3-70B,h100,4,64,124.2,124.2,124.2,124.2,1.0,0.0,0.0,64.54,64.54,simulated
Meta-Llama-3-70B,h100,4,128,124.2,124.2,124.2,124.2,1.0,0.0,0.0,64.54,64.54,simulated
Meta-Llama-3-70B,h100,8,4,199.84,224.51,199.84,224.51,1.0,0.0,0.0,35.67,35.67,simulated
Meta-Llama-3-70B,h100,8,8,131.02,131.02,131.02,131.02,1.0,0.0,0.0,61.18,61.18,simulated
Meta-Llama-3-70B,h100,8,16,131.02,131.02,131.02,131.02,1.0,0.0,0.0,61.18,61.18,simulated
Meta-Llama-3-70B,h100,8,32,131.02,131.02,131.02,131.02,1.0,0.0,0.0,61.18,61.18,simulated
Meta-Llama-3-70B,h100,8,64,131.02,131.02,131.02,131.02,1.0,0.0,0.0,61.18,61.18,simulated
Meta-Llama-3-70B,h100,8,128,131.02,131.02,131.02,131.02,1.0,0.0,0.0,61.18,61.18,simulated
Meta-Llama-3-70B,h100,16,4,211.64,237.48,211.64,237.48,1.0,0.0,0.0,33.72,33.72,simulated
Meta-Llama-3-70B,h100,16,8,143.98,143.98,143.98,143.98,1.0,0.0,0.0,55.66,55.66,simulated
Meta-Llama-3-70B,h100,16,16,143.98,143.98,143.98,143.98,1.0,0.0,0.0,55.66,55.66,simulated
Meta-Llama-3-70B,h100,16,32,143.98,143.98,143.98,143.98,1.0,0.0,0.0,55.66,55.66,simulated
Meta-Llama-3-70B,h100,16,64,143.98,143.98,143.98,143.98,1.0,0.0,0.0,55.66,55.66,simulated
Meta-Llama-3-70B,h100,16,128,144.6600,144.6600,131.0200,131.0200,1.1041,13.6400,0.0000,884.83,976.95,analytical
Meta-Llama-3-70B,h100,32,4,211.64,237.48,211.64,237.48,1.0,0.0,0.0,33.72,33.72,simulated
Meta-Llama-3-70B,h100,32,8,143.98,143.98,143.98,143.98,1.0,0.0,0.0,55.66,55.66,simulated
Meta-Llama-3-70B,h100,32,16,143.98,143.98,143.98,143.98,1.0,0.0,0.0,55.66,55.66,simulated
Meta-Llama-3-70B,h100,32,32,143.98,143.98,143.98,143.98,1.0,0.0,0.0,55.66,55.66,simulated
Meta-Llama-3-70B,h100,32,64,170.3371,170.3371,169.9000,169.9000,1.0026,26.3571,25.9200,375.73,376.69,analytical
Meta-Llama-3-70B,h100,32,128,171.9400,171.9400,131.0200,131.0200,1.3123,40.9200,0.0000,744.45,976.95,analytical
Meta-Llama-3-70B,h100,64,4,220.15,245.98,211.64,237.48,1.04,34.03,0.0,32.56,33.72,simulated
Meta-Llama-3-70B,h100,64,8,241.11,241.11,143.98,143.98,1.675,388.54,0.0,33.21,55.66,simulated
Meta-Llama-3-70B,h100,64,16,241.11,241.11,143.98,143.98,1.675,388.54,0.0,33.21,55.66,simulated
Meta-Llama-3-70B,h100,64,32,168.6357,168.6357,160.6429,160.6429,1.0498,24.6557,16.6629,189.76,199.20,analytical
Meta-Llama-3-70B,h100,64,64,222.9543,222.9543,221.7400,221.7400,1.0055,78.9743,77.7600,287.05,288.63,analytical
Meta-Llama-3-70B,h100,64,128,226.5000,226.5000,131.0200,131.0200,1.7287,95.4800,0.0000,565.12,976.95,analytical
Meta-Llama-3-70B,h100,128,4,415.87,457.81,211.64,237.48,1.965,881.35,0.0,17.48,33.72,simulated
Meta-Llama-3-70B,h100,128,8,457.8,457.8,143.98,143.98,3.18,1255.28,0.0,17.48,55.66,simulated
Meta-Llama-3-70B,h100,128,16,349.1724,349.1724,155.9257,155.9257,2.2394,205.1924,11.9457,45.82,102.61,analytical
Meta-Llama-3-70B,h100,128,32,211.5296,211.5296,190.2657,190.2657,1.1118,67.5496,46.2857,151.28,168.19,analytical
Meta-Llama-3-70B,h100,128,64,328.1886,328.1886,325.4200,325.4200,1.0085,184.2086,181.4400,195.01,196.67,analytical
Meta-Llama-3-70B,h100,128,128,335.6200,335.6200,131.0200,131.0200,2.5616,204.6000,0.0000,381.38,976.95,analytical
Meta-Llama-3-70B,h100,256,4,811.15,895.03,211.64,237.48,3.833,2630.23,0.0,8.94,33.72,simulated
Meta-Llama-3-70B,h100,256,8,891.1800,891.1800,153.0729,153.0729,5.8219,747.2000,9.0929,8.98,52.26,analytical
Meta-Llama-3-70B,h100,256,16,587.7018,587.7018,175.7602,175.7602,3.3438,443.7218,31.7802,27.22,91.03,analytical
Meta-Llama-3-70B,h100,256,32,297.3174,297.3174,249.5114,249.5114,1.1916,153.3374,105.5314,107.63,128.25,analytical
Meta-Llama-3-70B,h100,256,64,538.6571,538.6571,532.7800,532.7800,1.0110,394.6771,388.8000,118.81,120.12,analytical
Meta-Llama-3-70B,h100,256,128,553.8600,553.8600,131.0200,131.0200,4.2273,422.8400,0.0000,231.11,976.95,analytical
Meta-Llama-3-70B,h100,512,4,1599.2414,1785.0227,211.6400,236.2259,7.5564,1387.6014,0.0000,2.50,18.90,analytical
Meta-Llama-3-70B,h100,512,8,1757.9400,1757.9400,167.5658,167.5658,10.4910,1613.9600,23.5858,4.55,47.74,analytical
Meta-Llama-3-70B,h100,512,16,1064.7608,1064.7608,215.4290,215.4290,4.9425,920.7808,71.4490,15.03,74.27,analytical
Meta-Llama-3-70B,h100,512,32,468.8930,468.8930,368.0029,368.0029,1.2742,324.9130,224.0229,68.25,86.96,analytical
Meta-Llama-3-70B,h100,512,64,959.5943,959.5943,947.5000,947.5000,1.0128,815.6143,803.5200,66.69,67.55,analytical
Meta-Llama-3-70B,h100,512,128,990.3400,990.3400,131.0200,131.0200,7.5587,859.3200,0.0000,129.25,976.95,analytical
Meta-Llama-3-8B,a100,4,4,24.48,27.43,24.48,27.43,1.0,0.0,0.0,294.43,294.43,simulated
Meta-Llama-3-8B,a100,4,8,16.59,16.59,16.59,16.59,1.0,0.0,0.0,489.68,489.68,simulated
Meta-Llama-3-8B,a100,4,16,16.59,16.59,16.59,16.59,1.0,0.0,0.0,489.68,489.68,simulated
Meta-Llama-3-8B,a100,4,32,16.59,16.59,16.59,16.59,1.0,0.0,0.0,489.68,489.68,simulated
Meta-Llama-3-8B,a100,4,64,16.59,16.59,16.59,16.59,1.0,0.0,0.0,489.68,489.68,simulated
Meta-Llama-3-8B,a100,4,128,16.59,16.59,16.59,16.59,1.0,0.0,0.0,489.68,489.68,simulated
Meta-Llama-3-8B,a100,8,4,26.97,30.2,26.97,30.2,1.0,0.0,0.0,267.16,267.16,simulated
Meta-Llama-3-8B,a100,8,8,19.31,19.31,19.31,19.31,1.0,0.0,0.0,419.81,419.81,simulated
Meta-Llama-3-8B,a100,8,16,19.31,19.31,19.31,19.31,1.0,0.0,0.0,419.81,419.81,simulated
Meta-Llama-3-8B,a100,8,32,19.31,19.31,19.31,19.31,1.0,0.0,0.0,419.81,419.81,simulated
Meta-Llama-3-8B,a100,8,64,19.31,19.31,19.31,19.31,1.0,0.0,0.0,419.81,419.81,simulated
Meta-Llama-3-8B,a100,8,128,19.31,19.31,19.31,19.31,1.0,0.0,0.0,419.81,419.81,simulated
Meta-Llama-3-8B,a100,16,4,31.58,35.27,31.58,35.27,1.0,0.0,0.0,228.45,228.45,simulated
Meta-Llama-3-8B,a100,16,8,25.2,25.2,24.4,24.4,1.033,3.2,0.0,320.76,331.38,simulated
Meta-Llama-3-8B,a100,16,16,25.2,25.2,24.4,24.4,1.033,3.2,0.0,320.76,331.38,simulated
Meta-Llama-3-8B,a100,16,32,25.2,25.2,24.4,24.4,1.033,3.2,0.0,320.76,331.38,simulated
Meta-Llama-3-8B,a100,16,64,25.2,25.2,24.4,24.4,1.033,3.2,0.0,320.76,331.38,simulated
Meta-Llama-3-8B,a100,16,128,25.2,25.2,24.4,24.4,1.033,3.2,0.0,320.76,331.38,simulated
Meta-Llama-3-8B,a100,32,4,42.43,46.63,31.58,35.27,1.344,45.42,0.0,172.51,228.45,simulated
Meta-Llama-3-8B,a100,32,8,46.62,46.62,24.4,24.4,1.911,88.89,0.0,172.55,331.38,simulated
Meta-Llama-3-8B,a100,32,16,46.62,46.62,24.4,24.4,1.911,88.89,0.0,172.55,331.38,simulated
Meta-Llama-3-8B,a100,32,32,46.62,46.62,24.4,24.4,1.911,88.89,0.0,172.55,331.38,simulated
Meta-Llama-3-8B,a100,32,64,46.62,46.62,24.4,24.4,1.911,88.89,0.0,172.55,331.38,simulated
Meta-Llama-3-8B,a100,32,128,36.6907,36.6907,34.5800,34.5800,1.0610,12.2907,10.1800,3488.62,3701.56,analytical
Meta-Llama-3-8B,a100,64,4,81.57,89.96,31.58,35.27,2.583,218.74,0.0,89.18,228.45,simulated
Meta-Llama-3-8B,a100,64,8,89.95,89.95,24.4,24.4,3.686,262.21,0.0,89.19,331.38,simulated
Meta-Llama-3-8B,a100,64,16,89.95,89.95,24.4,24.4,3.686,262.21,0.0,89.19,331.38,simulated
Meta-Llama-3-8B,a100,64,32,89.95,89.95,24.4,24.4,3.686,262.21,0.0,89.19,331.38,simulated
Meta-Llama-3-8B,a100,64,64,89.4600,89.4600,30.9443,30.9443,2.8910,65.0600,6.5443,715.40,2068.23,analytical
Meta-Llama-3-8B,a100,64,128,59.7364,59.7364,54.9400,54.9400,1.0873,35.3364,30.5400,2142.75,2329.81,analytical
Meta-Llama-3-8B,a100,128,4,162.43,179.21,31.58,35.27,5.143,575.73,0.0,44.7,228.45,simulated
Meta-Llama-3-8B,a100,128,8,179.2,179.2,24.4,24.4,7.344,619.2,0.0,44.71,331.38,simulated
Meta-Llama-3-8B,a100,128,16,179.2,179.2,24.4,24.4,7.344,619.2,0.0,44.71,331.38,simulated
Meta-Llama-3-8B,a100,128,32,176.2950,176.2950,29.0917,29.0917,6.0600,151.8950,4.6917,181.51,1099.97,analytical
Meta-Llama-3-8B,a100,128,64,175.1400,175.1400,42.5786,42.5786,4.1133,150.7400,18.1786,365.42,1503.10,analytical
Meta-Llama-3-8B,a100,128,128,105.8279,105.8279,95.6600,95.6600,1.1063,81.4279,71.2600,1209.51,1338.07,analytical
Meta-Llama-3-8B,a100,256,4,324.57,358.12,34.58,38.27,9.386,1291.38,11.99,22.35,210.43,simulated
Meta-Llama-3-8B,a100,256,8,358.11,358.11,37.93,37.93,9.441,1334.86,54.13,22.36,212.35,simulated
Meta-Llama-3-8B,a100,256,16,355.0418,355.0418,27.9712,27.9712,12.6931,330.6418,3.5712,45.07,572.02,analytical
Meta-Llama-3-8B,a100,256,32,349.0550,349.0550,36.8816,36.8816,9.4642,324.6550,12.4816,91.68,867.64,analytical
Meta-Llama-3-8B,a100,256,64,346.5000,346.5000,65.8471,65.8471,5.2622,322.1000,41.4471,184.70,971.95,analytical
Meta-Llama-3-8B,a100,256,128,198.0107,198.0107,177.1000,177.1000,1.1181,173.6107,152.7000,646.43,722.76,analytical
Meta-Llama-3-8B,a100,512,4,648.85,715.95,65.9,72.62,9.846,2722.7,149.36,11.18,110.56,simulated
Meta-Llama-3-8B,a100,512,8,713.2598,713.2598,51.6061,51.6061,13.8212,675.3298,13.6761,11.22,155.02,analytical
Meta-Llama-3-8B,a100,512,16,707.4328,707.4328,33.6633,33.6633,21.0150,683.0328,9.2633,22.62,475.30,analytical
Meta-Llama-3-8B,a100,512,32,694.5750,694.5750,52.4614,52.4614,13.2397,670.1750,28.0614,46.07,609.97,analytical
Meta-Llama-3-8B,a100,512,64,689.2200,689.2200,112.3843,112.3843,6.1327,664.8200,87.9843,92.86,569.47,analytical
Meta-Llama-3-8B,a100,512,128,382.3764,382.3764,339.9800,339.9800,1.1247,357.9764,315.5800,334.75,376.49,analytical
Meta-Llama-3-8B,a40,4,4,24.13,27.03,24.12,27.02,1.0,0.0,0.0,298.83,298.91,simulated
Meta-Llama-3-8B,a40,4,8,16.38,16.38,16.39,16.39,0.999,0.0,0.0,496.03,495.95,simulated
Meta-Llama-3-8B,a40,4,16,16.38,16.38,16.39,16.39,0.999,0.0,0.0,496.05,495.94,simulated
Meta-Llama-3-8B,a40,4,32,16.39,16.39,16.39,16.39,1.0,0.0,0.0,495.94,495.94,simulated
Meta-Llama-3-8B,a40,4,64,16.39,16.39,16.39,16.39,1.0,0.0,0.0,495.94,495.94,simulated
Meta-Llama-3-8B,a40,4,128,16.39,16.39,16.39,16.39,1.0,0.0,0.0,495.94,495.94,simulated
Meta-Llama-3-8B,a40,8,4,26.62,29.8,26.62,29.8,1.0,0.0,0.0,270.74,270.74,simulated
